Halo Number,NFW Scale Density,NFW Scale Radius,NFW Scale Density Uncertainty,NFW Scale Radius Uncertainty,NFW ChiSquare,NFW P-Value,Burkert Scale Density,Burkert Scale Radius,Burkert Scale Density Uncertainty,Burkert Scale Radius Uncertainty,Burkert ChiSquare,Burkert P-Value,Dehnen-2 Scale Density,Dehnen-2 Scale Radius,Dehnen-2 Scale Density Uncertainty,Dehnen-2 Scale Radius Uncertainty,Dehnen-2 ChiSquare,Dehnen-2 P-Value,Einasto Scale Density,Einasto Scale Radius,Einasto n,Einasto Scale Density Uncertainty,Einasto Scale Radius Uncertainty,Einasto n Uncertainty,Einasto ChiSquare,Einasto P-Value,Dehnen-3 Scale Density,Dehnen-3 Scale Radius,Dehnen-3 gamma,Dehnen-3 Scale Density Uncertainty,Dehnen-3 Scale Radius Uncertainty,Dehnen-3 gamma Uncertainty,Dehnen-3 ChiSquare,Dehnen-3 P-Value
17,0.0007295115532893578,3.9553304326420355,0.0002725954197780942,0.598655156558042,333.3794151362032,1.8893559230848765e-53,0.0013629722864544583,2.934991586785068,0.0005352551373343865,0.45474319094944216,917.4784866573387,2.2526465213965634e-174,0.00010437292476295134,4.889131425751068,4.3424812981726755e-05,0.8468680973748014,322.66279739170363,2.588745067835449e-51,1.2310167621903787e-08,172.12151152200715,10.43762850104614,3.543596409039056e-08,188.85416937249522,3.442064199377723,345.29277717656106,7.832802712860633e-56,4.7531892283093755e-05,6.873363004286055,0.9963134949825184,6.164349467376848e-05,3.8270273929683967,0.2900646959772116,330.34911805368966,7.832802712860633e-56
