Halo Number,NFW Scale Density,NFW Scale Radius,NFW Scale Density Uncertainty,NFW Scale Radius Uncertainty,NFW ChiSquare,NFW P-Value,Burkert Scale Density,Burkert Scale Radius,Burkert Scale Density Uncertainty,Burkert Scale Radius Uncertainty,Burkert ChiSquare,Burkert P-Value,Dehnen-2 Scale Density,Dehnen-2 Scale Radius,Dehnen-2 Scale Density Uncertainty,Dehnen-2 Scale Radius Uncertainty,Dehnen-2 ChiSquare,Dehnen-2 P-Value,Einasto Scale Density,Einasto Scale Radius,Einasto n,Einasto Scale Density Uncertainty,Einasto Scale Radius Uncertainty,Einasto n Uncertainty,Einasto ChiSquare,Einasto P-Value,Dehnen-3 Scale Density,Dehnen-3 Scale Radius,Dehnen-3 gamma,Dehnen-3 Scale Density Uncertainty,Dehnen-3 Scale Radius Uncertainty,Dehnen-3 gamma Uncertainty,Dehnen-3 ChiSquare,Dehnen-3 P-Value
23,0.0003398438088972019,5.9614158096426095,0.00010258625425032308,0.7914762673559215,171.10507043566852,1.738982876032332e-22,0.0006859979479956464,4.1767796656331635,0.00022299196611879986,0.5741768900417372,1008.1689684869625,2.682111685413167e-194,4.321241789764598e-05,7.991454698140721,1.3218424370580236e-05,1.1118834259552515,108.0632610024503,2.4037392339934162e-11,1.7468471814512277e-10,1144.5561873972267,13.333190390119102,7.913769856146376e-10,2090.662985711657,4.436270129384039,94.03490890161964,4.588995602715138e-09,1.4984220764662151e-06,35.956709502620726,1.2823214945092847,3.390077134565637e-06,36.08394588507092,0.20299098704853216,94.49028056650047,4.588995602715138e-09
