Halo Number,NFW Scale Density,NFW Scale Radius,NFW Scale Density Uncertainty,NFW Scale Radius Uncertainty,NFW ChiSquare,NFW P-Value,Burkert Scale Density,Burkert Scale Radius,Burkert Scale Density Uncertainty,Burkert Scale Radius Uncertainty,Burkert ChiSquare,Burkert P-Value,Dehnen-2 Scale Density,Dehnen-2 Scale Radius,Dehnen-2 Scale Density Uncertainty,Dehnen-2 Scale Radius Uncertainty,Dehnen-2 ChiSquare,Dehnen-2 P-Value,Einasto Scale Density,Einasto Scale Radius,Einasto n,Einasto Scale Density Uncertainty,Einasto Scale Radius Uncertainty,Einasto n Uncertainty,Einasto ChiSquare,Einasto P-Value,Dehnen-3 Scale Density,Dehnen-3 Scale Radius,Dehnen-3 gamma,Dehnen-3 Scale Density Uncertainty,Dehnen-3 Scale Radius Uncertainty,Dehnen-3 gamma Uncertainty,Dehnen-3 ChiSquare,Dehnen-3 P-Value
2,0.0002474644987320934,13.211815282262718,2.8023384280126535e-05,0.6739958474230289,18546.675000554314,0.0,0.0005042682832467569,9.211946710526417,5.6044031096829593e-05,0.44354387915404725,272795.77807574224,0.0,3.4999008548081766e-05,16.91463857099712,4.321932313344968e-06,0.9652724609567129,9200.121981500464,0.0,1.3227519234033863e-09,991.5568601229395,11.113390081627294,1.445126753374493e-09,438.9506461497501,1.0305057471352101,6740.783933918148,0.0,3.7616763719806963e-06,46.26446980909201,1.1599422558194585,2.130316516223077e-06,11.779527234001481,0.06186197423059079,6864.921598556412,0.0
