rad,mass
89.04499745530367,0.0034051025
98.43216101617011,0.0035288606
91.5494714479094,0.003951832
89.02729602225502,0.0041290843
95.90688121422829,0.0030122604
94.10809223492967,0.0042725657
85.96722053041931,0.0026697498
91.40024238774613,0.0030572114
83.83899710882629,0.0031639508
90.60144353567632,0.002828413
89.27085250825643,0.004359406
90.0681000713158,0.0031139534
98.09327126569919,0.0020299947
85.55382719549337,0.0024459427
91.41635530340554,0.0033322857
93.33030150489991,0.0035630227
99.05382105303481,0.0031945384
99.71966422448301,0.003112354
88.14472681461729,0.0030354543
83.0054322808522,0.0026245043
85.36149565971066,0.0037696946
99.5114288313562,0.003725947
97.71432509995914,0.0038030776
91.69988803446286,0.0030170372
98.70792567070548,0.0025463004
76.59611688288308,0.0030357991
90.36946830244317,0.005282457
76.75017962190256,0.0028264073
75.99316049167898,0.0031331158
73.94122913434838,0.0029273415
85.74506851710659,0.003341217
75.5445307099189,0.0031080204
90.58271998537649,0.002675598
78.74665733115103,0.0032823514
87.19030445539192,0.005272291
69.33355846485166,0.0033254097
83.10600352107608,0.0029464548
85.3240124950773,0.0034059193
76.04238037633827,0.0027141743
61.56950430268461,0.003368194
93.86948527001404,0.0032233295
97.81017715034112,0.0031612
72.40517011792046,0.0031960378
82.48366056036002,0.0035419052
55.59860188922821,0.0032264085
59.117606977896315,0.0040501114
80.62903604779916,0.0030384324
89.93941247654456,0.0026835578
75.21439162176675,0.0022164395
91.36942947867568,0.0031923787
76.53672311800355,0.003266655
65.4277294854789,0.003292793
76.19409742279744,0.0031531234
64.02767191747994,0.0036542441
99.95604294135684,0.0030084255
86.17641844155959,0.0031025128
39.81160825399461,0.0040323613
71.23635415181411,0.0031430516
80.50259782352968,0.003655506
93.84030097935819,0.0032163507
72.48131160011077,0.0038443513
54.65898504670522,0.0027221849
97.33672593476422,0.0031606366
75.49599613800251,0.0036049825
80.36035361091864,0.0024094048
86.94164149512247,0.0026140495
88.73766922536761,0.0029357185
68.6440400379218,0.0023366038
64.67921871534523,0.0033193137
90.69602800779876,0.0029652496
54.63832794284307,0.0029809233
75.8880599442795,0.0037520605
84.75614599189984,0.0038169657
60.94502829193209,0.003306151
82.34990304413304,0.002626163
98.44714297680414,0.0034574876
59.32066380338691,0.0033517932
84.29436464405696,0.0033845222
62.899710428338906,0.00394353
82.90816418311609,0.0034730083
66.29747519404579,0.0035115827
84.68119655481235,0.0024664807
59.38964838305671,0.0036168608
82.33583490978516,0.003002605
92.74851690793245,0.003101434
81.97383291237115,0.0034474947
82.54578733268345,0.0038780381
86.63417934544827,0.003380487
52.77457082579827,0.0033714743
76.15633539193077,0.002820099
95.44868853225726,0.003184299
59.04847216126357,0.003636766
52.669768319178985,0.0029260067
92.88541989045333,0.0043358617
52.989992481503805,0.0026537233
55.19361606035117,0.002689257
99.10660415705235,0.0033434473
68.13171356731978,0.003263978
45.52206862397763,0.0023619507
81.7534192359377,0.0020726433
45.59472636035532,0.0026624568
92.41542797347459,0.002631823
88.62303131547097,0.0024984963
94.40518343803785,0.0025735023
55.183757538132234,0.0029510832
71.02563959138145,0.0037165328
97.89377874249429,0.004115414
66.72437070569565,0.0030177806
89.26254616480178,0.0025259163
79.31326557854564,0.002999814
82.9940712726028,0.004055996
99.28921831440036,0.003448383
84.0297670372511,0.0032315222
63.12425829965192,0.0039217887
96.18632514245996,0.002720956
87.7618998688996,0.002887561
90.06391895912516,0.0033760502
70.69814662028051,0.003310432
72.21220495574279,0.002548657
73.46514039522405,0.002973642
63.97086591820387,0.0026566472
41.833850531774814,0.002877053
72.74879029632164,0.003040411
68.69172769770957,0.0033379276
69.75178515117439,0.0035597298
69.34649436064879,0.0025440142
49.29496368255903,0.0025059679
67.73965306422699,0.0027210852
95.980308096779,0.0024868136
75.37919093740281,0.0036965036
93.07662218934233,0.0033813908
99.93972709261207,0.002807483
79.26245721978495,0.0029644936
66.2169136951741,0.003191917
88.81676950403651,0.0027825558
57.98093302777989,0.0024202275
76.43538729290445,0.00337199
55.60158483600697,0.0024683652
96.62929924847921,0.0028956553
58.505616527146465,0.0038387512
58.81994605004624,0.0021615792
70.83856589818123,0.002140916
80.17097746481721,0.0032134308
63.84920359784389,0.0032114987
37.088621789026696,0.003408963
44.50600788015215,0.002435873
49.13924037740196,0.002904693
88.80943367085052,0.0029298435
96.37518999776965,0.0028745478
69.38598498412293,0.0030304317
72.0763506839095,0.00435531
48.4109516500649,0.003466034
94.5321158355046,0.0038766903
55.50596950110869,0.002429549
71.87940608907941,0.003560757
82.32470482643387,0.0030124953
42.758851085630994,0.002610069
66.59876751573204,0.0019957158
44.43951300622894,0.0037203212
67.19016747812927,0.0037008745
94.6081330199527,0.0028864655
53.70121235038387,0.0044701854
55.346740002054695,0.0033806204
85.4511938842937,0.0033915082
86.81675191089091,0.00343751
68.25997188493005,0.0031635745
96.80731201557772,0.0028634286
86.7968084802616,0.002593787
67.70264390847552,0.0024035166
75.12661976771444,0.0036001087
98.94797082254573,0.002642632
77.52183820612062,0.0033884821
36.224944075043695,0.0028622712
47.7092389819723,0.003799706
57.742161520007606,0.0027919812
56.39821088842296,0.0035930704
53.97522751619475,0.00305762
82.78237609937628,0.003459481
86.94603642325238,0.0039023624
39.18772390209324,0.0034179376
54.61704691760228,0.0032584812
99.59698311620537,0.0042213323
72.02577868961815,0.0028814466
34.69141750792784,0.0030488838
90.76461621381925,0.0025727001
97.87368489201536,0.0034869863
75.8037972001362,0.0030765363
83.7171281544062,0.0030651398
52.28111376122814,0.0031664239
64.79398528861172,0.003536707
72.72517681644814,0.0026372485
93.32917603762901,0.0026083796
40.7913435973561,0.003682994
84.57157364562566,0.00335972
90.91070468349673,0.0025712014
69.0389985163875,0.0026928787
83.46068874866684,0.00465457
74.28871775250367,0.0033214483
74.21337078619112,0.0037819084
36.810260873129764,0.0034000268
36.50615695420433,0.0036055036
52.91645810416036,0.0035912672
87.15328031359401,0.0028525845
87.55021757759285,0.0035288646
89.26190001787029,0.002510921
92.61162656061215,0.0029636694
86.58305898935147,0.002761872
83.9810157480384,0.0029967749
33.74659282141362,0.0035231146
81.9835861107006,0.0036836932
36.88147417418244,0.0027231309
59.84463210065805,0.002982565
74.7345819767683,0.003627736
33.54355430387862,0.00283777
89.86000644736191,0.00443627
64.30341139085658,0.002583876
46.57081944652133,0.003923513
94.62216662311609,0.003246829
86.13576372734177,0.0028490596
84.09810717254643,0.0031385692
42.95008099268975,0.0029434278
57.86569058474526,0.0029201228
68.52179885740625,0.0021462962
56.56065179711319,0.0031515118
71.51129649204671,0.002585205
89.21747765876945,0.0034296417
65.2576027323465,0.0025806397
57.27941301221494,0.0025559017
54.47003025769193,0.0023385033
75.64495813311574,0.002727997
35.69329212966963,0.004392106
98.89940452507642,0.0036318188
64.11762005317811,0.0029212553
49.116658068273416,0.0035398519
60.47017168615747,0.003368365
77.169452396388,0.002377041
30.60673390436432,0.0020884774
92.18398702156804,0.003727409
63.25166128615243,0.002720621
96.15666626163959,0.0036023692
95.16268459417381,0.0025539377
96.23080498516705,0.003493515
71.75259433985099,0.002487545
73.05678594366944,0.0033164152
97.95092478301184,0.0028800725
64.43948439780452,0.002543324
62.45457360351225,0.002702923
96.93556402848628,0.003737877
67.75106598995255,0.002830509
90.48639350157111,0.0033640466
47.10504657914727,0.0030685933
55.689752136152926,0.0031246298
99.61054324893782,0.0031849202
22.9548101723472,0.0035476454
72.77317603282603,0.0031662916
39.40370981756421,0.0030205974
46.93662303389358,0.0025404813
95.53485541546799,0.0021331392
58.571657594697285,0.0026640547
65.53385580403582,0.0025015972
61.99250549826541,0.0026919811
82.44754862814278,0.001897962
76.11758547765798,0.0028718426
68.83263577392201,0.0025935953
98.21127988102279,0.003063615
95.1870675116683,0.002432683
95.66570067867023,0.0026960832
25.478978460397116,0.002781158
39.20849183940404,0.0028174298
93.36492471857488,0.0022030426
52.03991214719949,0.0025216988
77.52586233893312,0.001849589
83.8010679503339,0.0025108373
98.19025791429105,0.002229756
61.81755070630833,0.0029144445
98.11534997456235,0.0027011123
90.61522546689409,0.0029414473
95.53020969814249,0.002758467
