,Radius,Density,Uncertainty
127,182.49497361272242,97929.35286812505,122.69931715307621
128,184.55685953985056,94617.37373430649,118.5496156974563
129,186.6305277917337,91800.73249257739,115.02054145256928
130,188.7135056186272,88930.27584112088,111.42403988551095
131,190.80828730804905,85813.01411724012,107.51830709237528
132,192.9170260079013,83239.2398276591,104.29352985665719
133,195.04311808875187,80077.5314591643,100.33210821452818
134,197.1896952907424,77179.25330068881,96.70074804978265
135,199.35241776325097,74858.21591215557,93.79263424815981
136,201.5297730423153,72406.31575248098,90.72055762855096
137,203.72429164060554,69984.58522012027,87.6862816536085
138,205.93548566128257,67783.7660885858,84.92879376353382
139,208.15998558244047,65871.03495388516,82.5322620061838
140,210.3969485401567,63977.707852646956,80.16004228180579
141,212.647723172132,62087.6829332998,77.79195998355468
142,214.91852923038294,59858.15311094205,74.99849940443595
143,217.2098636904928,58245.27344075078,72.97766266461754
144,219.51449553471514,56746.912534388954,71.1003107300343
145,221.8343437192372,55188.88363331101,69.14819855255001
146,224.17563592643842,53495.9026606363,67.02699992091941
147,226.53951935875605,51983.77403870676,65.13239790503326
148,228.92029736538046,50678.66879730958,63.49718315846
149,231.31199705908216,49540.4654275497,62.07108595511245
150,233.71568944047436,48314.70140273298,60.5352807605417
151,236.1280927751879,47461.058745298884,59.46572022437693
152,238.5484296824804,46302.795942716555,58.01448981389887
153,240.9808093540771,45276.2606549869,56.728305690864985
154,243.4247629004813,44269.33163113733,55.4666869827915
155,245.8842527635257,43171.24112624638,54.09084867511031
156,248.36627000266964,41906.36391989824,52.506037125192236
157,250.8682930697061,40829.52447677381,51.156825060727826
158,253.3900960651805,39634.37232937018,49.65937462237014
159,255.93808699032655,38422.56240743781,48.14105304068203
160,258.51521951364003,37224.03568021645,46.639374466150805
161,261.12196353035745,36108.063132703464,45.24113108425267
162,263.7612545606056,34946.084123316774,43.785244500482946
163,266.43775389487354,33787.69801233532,42.33385959233969
164,269.1469413757759,32842.01120327262,41.14897352586152
165,271.881053083516,32023.648197297833,40.12361617308024
166,274.638501084455,31171.941555354046,39.05648134250528
167,277.43384552391535,30027.385068420845,37.622424083095595
168,280.27824336467825,28969.973729138423,36.297554210274214
169,283.1720543875581,27872.79407737316,34.92285714424605
170,286.1172580877442,26868.254896920305,33.66423275957298
171,289.11669209364953,25878.40687605221,32.424015473450474
172,292.172703239178,24883.11161222371,31.176973134654453
173,295.283094676969,24005.405634356426,30.077262772118786
174,298.4424844705632,23244.240766976407,29.123571087928774
175,301.6531738918942,22438.667722292208,28.11423875186421
176,304.9199895716765,21742.169927863673,27.241570841048055
177,308.2518794779886,20899.674914424402,26.185977601367643
178,311.6581060880525,20082.547182237224,25.162167968915323
179,315.1328556521953,19375.188188624386,24.275891658938477
180,318.6704725898354,18628.50758425378,23.34034784490864
181,322.2751864433679,17925.12233904268,22.459050391639728
182,325.9572133200034,17238.96911494792,21.599343576542292
183,329.72511775812717,16545.193542555906,20.73008643864802
184,333.5888369913954,15810.106175761419,19.8090682218219
185,337.5749608354422,14962.37786465699,18.746917989460872
186,341.72944107549176,13980.860486747344,17.517138474777788
187,346.09700469516156,12963.752543768338,16.242766221521382
188,350.72817751868797,11880.736867674716,14.88581572577255
189,355.70990589276937,10681.839933386997,13.383673305081642
190,361.1120929606342,9626.0403609895,12.06082287475016
191,367.0226163953268,8464.994681233964,10.60610569428054
192,373.657684010941,7177.6612417514525,8.993157897254529
193,381.2728610554399,5986.322099986573,7.5004849150371475
194,390.22522790735627,4821.276586149167,6.040756194143769
195,401.15675427511417,3687.255199317984,4.619898752263741
196,415.36132934027137,2588.7938130986395,3.2435957536149607
197,435.7909833020112,1586.7384084813345,1.9880833837776613
198,488.67771489141694,373.99193611362125,0.46858836332446
199,688.7476835027403,51.5954403586558,0.06464584023897822
