,Radius,Density,Uncertainty
115,4.523661307426146,17878994.87531981,314247.4412885711
116,4.600988126310723,16998935.6882424,298779.21448666434
117,4.680030215025297,15991193.49774386,281066.7867438804
118,4.758380452397939,16799429.69069522,295272.6275846529
119,4.838474250329108,14724425.113208521,258801.62439434614
120,4.921322575242488,14431075.170209313,253645.60362066716
121,5.0054517579420885,13783306.76593674,242260.20052559546
122,5.089351944333007,14028394.270746997,246567.943875572
123,5.172842709510063,13221246.154662473,232381.22745279464
124,5.257719360409501,12972986.019979965,228017.7208551376
125,5.344023029360342,12139315.109494017,213364.8305599142
126,5.432265318202234,11501567.563310279,202155.5575569362
127,5.522478414763842,10915775.472995006,191859.47174269572
128,5.614934318176415,10813479.034335991,190061.47390636863
129,5.708162572647353,10503348.569456553,184610.5128353674
130,5.80351820302098,9916010.953095214,174287.2623170254
131,5.901267307098347,9484661.950751368,166705.72201041423
132,6.00195024826074,9079004.168767074,159575.739541247
133,6.104965364295026,8966344.4210192,157595.59257477208
134,6.209820876198267,8300900.5590909645,145899.51947947772
135,6.319378602359906,7997198.377940289,140561.5441623026
136,6.432576842899296,7670352.657499729,134816.78993753647
137,6.547657895910472,7565249.606632979,132969.4621074865
138,6.667903804702002,7006351.972798631,123146.08262785348
139,6.791952657300299,6876845.275607368,120869.82781006915
140,6.91812906901939,6455397.144164822,113462.3086589513
141,7.048488738905121,6332962.381164908,111310.35261971073
142,7.185034905936892,5685571.329840726,99931.58201149425
143,7.329929084705055,5386596.921939915,94676.70368367019
144,7.47741327570864,5418516.894614106,95237.74024130756
145,7.627111317987664,5015262.856863175,88150.00681802425
146,7.784125843789234,4669708.852118521,82076.42927212299
147,7.94439055910827,4542079.995614928,79833.1800363282
148,8.104378045044829,4381049.05492225,77002.84413468202
149,8.267448699985831,4089369.4693139596,71876.18214430117
150,8.433638759264962,3931477.6647528703,69101.02079268353
151,8.603271386324408,3684165.021383212,64754.16763235798
152,8.775453190721958,3583135.022236215,62978.42917800248
153,8.947480882068865,3432080.0955185727,60323.43517268637
154,9.123960591102843,3188980.7408840475,56050.63624268298
155,9.30579264230301,3039667.2262967066,53426.24990351321
156,9.485488968685988,3049380.630985453,53596.97608755907
157,9.664384897418056,2877467.5017227535,50575.37104927538
158,9.846809625184068,2722717.9139377074,47855.43839416621
159,10.032950690983741,2568297.4361319183,45141.29029068342
160,10.219102316987133,2575938.5347813778,45275.592901986296
161,10.40905538850961,2313537.8574817446,40663.54720205582
162,10.603797368612558,2288375.2592781326,40221.280611746944
163,10.798634513326634,2153710.066765152,37854.358283453585
164,10.997202213892056,2036208.2722287579,35789.10581611002
165,11.195548751487749,2037444.3319115497,35810.83123162169
166,11.391271304843098,1960340.2125858194,34455.62237453061
167,11.591777835265336,1802856.1422445453,31687.627501576684
168,11.80051362172029,1706332.808237248,29991.099763414742
169,12.011727395140218,1666093.8059236505,29283.8450432678
170,12.223698162150004,1592529.5403516802,27990.853888704863
171,12.439933342541973,1509820.290820309,26537.127310819345
172,12.658747409201634,1460670.451957765,25673.252623790904
173,12.883770916625775,1337918.5669066561,23515.722736923046
174,13.112448340656371,1310166.1730947588,23027.93699696178
175,13.344062581113999,1210751.6634317457,21280.592948461348
176,13.58207821534771,1163216.7755320435,20445.103202052815
177,13.821536126466277,1105209.33899998,19425.544293231094
178,14.065442950876324,1028459.1550482376,18076.556327551018
179,14.311744962867254,1007581.0090214965,17709.594761002933
180,14.563787905910432,926307.5042515354,16281.103333122375
181,14.822984710820503,898628.6745708779,15794.610581954606
182,15.084442267002752,859115.6807561275,15100.116440056467
183,15.355655082460522,790158.8001258934,13888.106288008987
184,15.637020895631506,745276.7654226547,13099.244013385995
185,15.922906866208,711282.0498432082,12501.741051800593
186,16.21608489423686,660678.4953581305,11612.315352652726
187,16.51369425515766,635433.2271557606,11168.595725651236
188,16.81807901166901,585404.0028878568,10289.264654443037
189,17.133503204867445,550453.1539560722,9674.956360030024
190,17.459116973826124,506412.32029805076,8900.879327973083
191,17.800938459781044,462252.0119647043,8124.702367408891
192,18.17282233477252,399827.4915595814,7027.507253937773
193,18.578036653442027,361408.4567429814,6352.240916423532
194,19.024700011382365,302832.76457951526,5322.694148697476
195,19.540031777244163,244816.01999819052,4302.971638359894
196,20.166812396331864,180803.9363820598,3177.87296093442
197,21.013831829675773,115224.1630793132,2025.2200235413702
198,22.449781202857878,52699.071219986334,926.2572311615285
199,28.083949402519245,5520.325343783216,97.02716100439048
200,34.635875300251854,212.25629882663478,15.161164201902483
