,Radius,Density,Uncertainty
0,0.252730942728567,201080912057.15796,106083814.55001584
1,0.7306368063107387,34499928896.23324,18201051.61436907
2,1.3036490206291866,7477694007.039331,3944990.5820948216
3,2.1261188518507357,2253339556.314121,1188789.39410367
4,3.101329959872528,1080337833.2911217,569951.4547937002
5,4.161446117229242,580720820.790722,306369.60628358636
6,5.371965723423357,329121051.60237366,173633.66937965676
7,6.7545475203942,204371509.47409874,107819.82779247756
8,8.305806920627631,135113231.35838816,71281.39032213228
9,9.973392555940453,99036946.06215394,52248.7038285913
10,11.672756033932641,77314030.72482653,40788.39315785152
11,13.383648784539577,62024445.06943441,32722.100079012947
12,15.12567620419252,50365477.23811956,26571.204061044657
13,16.92659572994883,41351840.86401751,21815.899742255235
14,18.79837424886441,34407171.115197234,18152.11559582397
15,20.73165952254165,28965317.79590681,15281.169008074774
16,22.712058575114277,24708594.382016137,13035.458798139342
17,24.763649934850235,20978519.815017257,11067.591562134561
18,26.924390038290788,17903481.635128092,9445.300432298958
19,29.16247551408184,15590837.846636325,8225.22403484921
20,31.448769792412097,13583125.118052348,7166.0194460602615
21,33.79315718091415,11866789.205065034,6260.535883069843
22,36.20891519219832,10401941.678423915,5487.729494982277
23,38.68057571162739,9225411.454107955,4867.03003200518
24,41.185031001425294,8247419.963291152,4351.0732120270995
25,43.68954290933979,7503486.869907207,3958.598066033486
26,46.170889703009905,6836949.453578145,3606.9543871725123
27,48.64947719091028,6268392.588002716,3307.002091990474
28,51.10367385261985,5809443.791425073,3064.8754847158057
29,53.51844007009193,5352109.771354274,2823.6007815315816
30,55.92542298180527,4914574.4785023555,2592.7712493241884
31,58.33931005294924,4548781.377859542,2399.790587682684
32,60.75019019938962,4242190.70565206,2238.043221010814
33,63.13527230181441,3999810.8317271536,2110.171403974311
34,65.47078062451754,3790300.648616058,1999.6405774323086
35,67.75467500409187,3595670.0508770994,1896.9597410213948
36,70.00310060959907,3394035.017752628,1790.5835900385382
37,72.23391987950136,3195712.011798459,1685.9547579459954
38,74.46877664905686,2984150.013755067,1574.3414599125826
39,76.72913316222619,2794739.8293186035,1474.4147454667557
40,79.01294012953119,2632850.8984052725,1389.0073582164512
41,81.30205928117627,2501748.6923905835,1319.8420557137108
42,83.57885580719673,2384825.227520147,1258.1570004940743
43,85.83431861720908,2277339.0443972657,1201.4507512512046
44,88.067256939857,2172360.520349279,1146.0674621915477
45,90.28489249581554,2066120.895585772,1090.0188570008595
46,92.5011517579349,1953519.26449895,1030.6138621257205
47,94.73130879093009,1842566.980283775,972.0790095523568
48,96.98363442217719,1734258.3018853215,914.938838285813
