,Radius,Density,Uncertainty
0,0.022126754541767272,21172205080.960907,1569388254.8470967
1,0.05193652711803101,13709101611.961683,1016186220.1904198
2,0.06550270599787088,12934913751.553007,958799597.9408947
3,0.07623777957824505,11271276112.439157,835482571.6244118
4,0.08533135199231667,9746134353.654709,722431542.9733835
5,0.09350940223312892,8283851610.686882,614039934.5743613
6,0.10099930271753305,8441702611.277548,625740629.2065716
7,0.10787871769753296,8597093194.576376,637258945.5751542
8,0.11465750023372273,7282375897.642598,539805615.7796849
9,0.12119478441538775,6547636262.917574,485343090.5633098
10,0.1272688466556721,7155822651.658692,530424865.06900346
11,0.13313555592078974,6459642204.068176,478820536.9640745
12,0.13875101802685189,5988692609.68815,443911430.4624728
13,0.14426883869365698,5855286198.024667,434022689.31409615
14,0.1499267136866153,4661332653.416833,345520964.4075305
15,0.155918559249489,4443468851.098751,329371824.9481838
16,0.16190228824194688,4427967060.394959,328222755.7715629
17,0.16767219030693925,4504685231.817496,333909484.9858073
18,0.17305781529794095,4537480168.376503,336340407.4172381
19,0.17846033396994018,3330355654.261096,246862385.2959472
20,0.18420599886388359,3747999092.4560513,277820176.6129475
21,0.19035669568004004,2777560629.5159607,205886491.8613484
22,0.19639016948577917,3616167574.0224185,268048174.31761497
23,0.20174477427489845,3163841076.191962,234519503.57516146
24,0.20694580189652906,3183495772.697451,235976406.610549
25,0.2124365254051119,2763225536.6816754,204823904.08457965
26,0.2182866954313545,2655423393.87718,196833077.6157362
27,0.22409659136479682,2180331316.3892355,161616909.836832
28,0.22977498886144346,2334820829.2898884,173068434.42372352
29,0.23505851493030322,2721057065.6965303,201698169.0543414
30,0.24040935711041678,2512319115.451167,186225482.75627998
31,0.24625549028200266,1786670674.678038,132436841.67035241
32,0.2518441055079412,2408524554.607148,178531718.02640316
33,0.2572925444704366,1861083866.0375383,137952714.39493257
34,0.26290835987253003,2193218661.351989,162572183.40155366
35,0.26848645347150263,1711357399.2857575,126854250.2783487
36,0.27375463918470005,1871559371.4371853,138729210.51684937
37,0.2793421431039641,1534275302.3189769,113728051.9413946
38,0.28537330330189925,1272064746.598377,94291712.41647238
39,0.2910807681269473,1562172412.661322,115795923.33920288
40,0.29641684034981153,1654338250.186713,122627709.74772228
41,0.30217053433202656,1248588751.0116947,92551555.84781565
42,0.3084748769243595,1456174154.8982282,107938809.7257868
43,0.31480762037732285,1036945843.6085806,76863539.79894294
44,0.3209731385258086,1271452031.7995107,94246294.9738756
45,0.3266171065779726,1240317850.1033676,91938475.88316873
46,0.33252353760647196,1105924193.4954565,81976555.27074866
47,0.33848298821671763,1133354210.9613905,84009803.44101122
48,0.34432748455214585,1105885179.3075454,81973663.34673575
49,0.35022121371581916,1301856494.5195985,96500023.69534689
50,0.3559072952364609,1050795047.6721504,77890111.10378507
51,0.3617892659476331,1001489429.3623681,74235335.51581715
52,0.36792550359540954,862203497.3264298,63910775.32160277
53,0.37458607413146466,728785510.5660207,54021176.16995746
54,0.3814068089170515,812160423.5691372,60201335.89898135
55,0.3877671447244817,1012870365.4908304,75078946.62863578
56,0.3942161468924992,767461198.3523057,56888008.88425564
57,0.40080696452380493,832579248.069391,61714879.869764954
58,0.4073281617214465,684916184.7172514,50769365.38917912
59,0.41403181997422345,633607708.4940203,46966128.09523988
60,0.42091484376630484,612302393.9964292,45386873.11398095
61,0.42798341324227235,584090036.1350983,43295634.01536995
62,0.4350729728330436,578228912.3029912,42861178.6118284
63,0.4422789589798053,460888322.0159098,34163315.37513747
64,0.44941667571752764,578644213.3946308,42891962.77686705
65,0.45635421160462475,671347710.8334879,49763603.18973174
66,0.46359320319448016,426779464.60484624,31634998.65033329
67,0.47069223724395315,578392156.043953,42873279.04297211
68,0.47804440917040747,499538068.99244756,37028225.228685774
69,0.4854661674254488,537638209.7509781,39852395.55888103
70,0.49265049593154087,523167445.7790997,38779751.16830914
71,0.4996342173328467,566852579.8170818,42017908.74369942
72,0.506431504234717,520902404.0620344,38611855.105810784
73,0.5132677807884183,550842502.1256377,40831162.828852005
74,0.5203606120553383,363805213.08730257,26967036.559870932
75,0.5283568455713485,418399576.9215973,31013840.048442785
76,0.5363662934624682,393185793.0887104,29144870.044785973
77,0.543469422255648,422668760.5539302,31330292.993459538
78,0.5507691530760475,326513672.81079113,24202803.68515053
79,0.5588524496084588,362559438.93335843,26874693.63583842
80,0.5668912747134918,373786080.74251306,27706867.6927819
81,0.5753922730196444,247904437.69551504,18375899.503905505
82,0.5842041993596054,296504392.7287146,21978367.849717446
83,0.592486935838795,321893362.310697,23860323.485054843
84,0.600531979273518,290406423.8179359,21526356.320903912
85,0.6087584586177923,304341842.32172143,22559318.265235662
86,0.6174204845603405,258658080.5865196,19173012.54836297
87,0.6259517104116121,322814961.9338782,23928636.99414666
88,0.633965145217969,271316637.4009888,20111327.207227074
89,0.6416201687675971,315520879.4189305,23387963.62615919
90,0.6492420498314246,270038317.9089365,20016571.86223124
91,0.6579226474183165,226400805.2695713,16781944.219759278
92,0.6673452814978839,215418367.52275798,15967871.77224943
93,0.6769249081356324,212185206.62820584,15728213.941875214
94,0.686422511265345,210250660.8900689,15584815.871230848
95,0.6955669057055598,210678093.62262598,15616499.2933235
96,0.7045049507461536,205928098.84470877,15264406.254996007
97,0.713607459786563,197744448.74770644,14657793.750776354
98,0.7233737393350552,172320416.26377875,12773239.08022825
99,0.7336059388736046,169266116.3640571,12546839.308873575
