,Radius,Density,Uncertainty
200,2.575150059593934,452181.46191306587,170908.5279565139
201,2.6158220611872283,349390.7444780096,132057.28861093245
202,2.6464141761344555,894275.7887263502,338004.47721086594
203,2.6747054198394253,425908.7744272212,160978.38547639048
204,2.71975317626333,301338.00714964524,113895.06106996641
205,2.792654157809504,158580.55891733576,59937.81738069952
206,2.8670843696880848,223200.42582371438,84361.83132189531
207,2.9409572420523675,144712.22979088023,54696.08167090024
208,3.0237864399388488,173752.28056982497,65672.18915972528
209,3.10550024608587,132986.86903813048,50264.3118731441
210,3.178662115045341,180331.60843147535,68158.9413477089
211,3.2639792844722324,94875.37509933171,35859.52115097167
212,3.3521540254659943,167514.97333653495,63314.70861829818
213,3.4145673769234293,157362.74547373856,59477.52716426675
214,3.5008838293812303,75697.45789871302,28610.94978282523
215,3.602154195343866,95983.44528495934,36278.33231473965
216,3.690676129994667,101456.39602969344,38346.913258778535
217,3.7893024292990622,71268.52783863342,26936.97156667252
218,3.9750298482752777,28426.773702699604,10744.310541893414
219,4.2021059386198845,33501.43047945517,12662.350516222536
220,4.435249382738132,21809.17768551565,8243.09435067052
221,4.714066100518519,18155.96223607416,6862.3086985332
222,5.014802843683246,14678.234830184054,5547.8512922962
223,5.846796982790055,2502.262839355307,945.7664554075011
224,7.8518778184770825,600.3946378770769,245.11008451698675
