,Radius,Density,Uncertainty
0,0.04155358397381455,176276615939.05057,1780027110.8722901
1,0.09475687752943979,102808973902.37233,1038156761.8160968
2,0.11487103668085949,96256127088.68604,971986640.9545314
3,0.1303516485618746,90837612795.17014,917270918.7827251
4,0.1434147099977549,87370214315.73933,882257407.4062743
5,0.15496417786195932,81485054102.48814,822829532.2135932
6,0.16544866779265482,79458773859.9828,802368317.0565501
7,0.1750826936025477,76104519352.3077,768497324.4202285
8,0.18410574872781943,73810748636.21974,745335011.9432676
9,0.19268800294527677,70148496010.48088,708353879.0462509
10,0.20093449719254633,67464796862.26006,681254100.5769975
11,0.2087682454353574,66998920889.21907,676549722.416007
12,0.2162294721024801,64629446655.52777,652622961.8980824
13,0.2234046892999112,62737276363.62985,633515978.2518227
14,0.2304559499528033,58393323978.750595,589651095.9347208
15,0.23743018733091636,57656729538.34132,582213024.431807
16,0.24420015230857312,55141206746.560265,556811477.3035389
17,0.25078153760150224,54297234646.82207,548289114.8202857
18,0.25724632855186835,52416646384.625,529299085.5797855
19,0.26358102675220385,51164359433.458145,516653592.5188151
20,0.26980333691570296,48964279521.072235,494437362.2532732
21,0.2759667288882617,47855065666.838264,483236609.83484524
22,0.28205602161154086,47080499766.74774,475415105.5815809
23,0.28808231330627904,45158359680.13999,456005489.3552335
24,0.29398041724102913,45069649352.6392,455109699.5925098
25,0.29980120001195015,42887040622.45384,433069891.921708
26,0.3056235019564535,41755017508.762955,421638813.43310934
27,0.31135370365854015,40994432747.67416,413958489.5986508
28,0.31707999696920974,38623576806.19645,390017776.7064647
29,0.32285877522268347,37271476567.00617,376364377.0790985
30,0.32857819832149726,37462960829.20924,378297969.7806098
31,0.3342371374421728,36062418588.775665,364155406.71509475
32,0.3398779891812028,34772671488.98075,351131644.0817251
33,0.34546685934033183,35260461484.66031,356057308.2833916
34,0.3509791183298365,34124374141.96875,344585189.53674483
35,0.35651472882068747,32303740519.372555,326200577.4319414
36,0.36207662893400666,31980559185.695404,322937118.27935535
37,0.3676829146396352,29828594323.276768,301206749.9242345
38,0.3733619955254507,29354667942.08174,296421079.3882377
39,0.3790150232198314,28552039090.227142,288316197.70181215
40,0.38457524067051296,28827145537.158115,291094200.50895816
41,0.3901573742074485,26908427288.41336,271719137.7265414
42,0.3957954200156919,26808358376.958958,270708649.89526886
43,0.40138483462671715,26137088679.65452,263930222.40195867
44,0.40697928543926254,25389818841.904766,256384351.59404838
45,0.4126084965347411,24528872630.56083,247690585.89500144
46,0.4183488759756727,23013804587.939545,232391550.4766305
47,0.42415508828288195,23004143642.315205,232293995.02359223
48,0.42989868178114293,22135047920.207577,223517936.2193456
49,0.4356654903580497,21778731574.505783,219919882.3764273
50,0.4415005543045709,21256583540.416,214647273.46220896
51,0.44732025089576105,20943636800.159584,211487162.41203916
52,0.4531352766354084,19773799007.40747,199674234.3311997
53,0.45903611520941756,19165758667.23661,193534291.80823702
54,0.46504363172102287,18453505350.127823,186342015.01356152
55,0.47113091147926134,17925980623.580616,181015112.69071347
56,0.4772692238901908,17423554612.29294,175941655.17886335
