,0
99gas_mass,0.016614010388110226
99stellar_mass,0.0019156063038744287
99bh_mass,0.00011132894768080609
99spinX,0.0037201991817107692
99spinY,0.003780048165749567
99spinZ,0.0037891936793988785
99vel_dispersion,0.027819687132232644
99v_max,0.12646254660501863
99bh_dot,0.00019141408362667502
99sfr,0.0003588065659076738
99fof_mass,0.04420609736450985
99fof_distance,0.013420720722406361
89gas_mass,0.014342057429919656
89stellar_mass,0.006318867379644245
89bh_mass,0.0001106400868775152
89spinX,0.002934430151571741
89spinY,0.0028950106051257966
89spinZ,0.002930874001140155
89vel_dispersion,0.00565892590979551
89v_max,0.006923365844501723
89bh_dot,0.0001969486279287964
89sfr,0.00019090826841020988
89fof_mass,0.03281561923290839
89fof_distance,0.012609250404977505
79gas_mass,0.0014217840466239013
79stellar_mass,0.0007615565203310477
79bh_mass,5.7480211465869126e-05
79spinX,0.002643084519154689
79spinY,0.002696809672052493
79spinZ,0.0026661726650347253
79vel_dispersion,0.00458828215044452
79v_max,0.0063320719349928304
79bh_dot,0.00010029089514412602
79sfr,0.0002194535650009809
79fof_mass,0.011459749444824602
79fof_distance,0.008720764044857332
69gas_mass,0.0009746957661029066
69stellar_mass,0.0008211690134776519
69bh_mass,8.498368119041298e-05
69spinX,0.0027053754837737423
69spinY,0.002726223804295154
69spinZ,0.002704016982730019
69vel_dispersion,0.004144262233050065
69v_max,0.005128941178979197
69bh_dot,8.705596174017228e-05
69sfr,0.00026478583251171844
69fof_mass,0.0099734099851667
69fof_distance,0.006042827531068969
59gas_mass,0.0009240638695021696
59stellar_mass,0.0010287653873691537
59bh_mass,8.549748920167472e-05
59spinX,0.0028463433287475594
59spinY,0.0028837169871333726
59spinZ,0.0029084955333220784
59vel_dispersion,0.0036580480890971976
59v_max,0.0047160403662184006
59bh_dot,0.00010059766003176518
59sfr,0.0002645395177902447
59fof_mass,0.011723907908732241
59fof_distance,0.0062546429990199305
49gas_mass,0.0008062117782687067
49stellar_mass,0.00162132839961762
49bh_mass,5.025213031976011e-05
49spinX,0.0031795612863345477
49spinY,0.003190866231338213
49spinZ,0.0031806013874943768
49vel_dispersion,0.003457531079132457
49v_max,0.0044568900668531305
49bh_dot,4.8820065103994566e-05
49sfr,0.0003789959227983121
49fof_mass,0.008077974119455614
49fof_distance,0.00816925550808038
39gas_mass,0.0008800743119543547
39stellar_mass,0.0040334263701680894
39bh_mass,3.131419341576683e-05
39spinX,0.0036336817529355947
39spinY,0.003624073662572252
39spinZ,0.0036436214098109288
39vel_dispersion,0.0034852674349127154
39v_max,0.007056753146962658
39bh_dot,5.644474672344164e-05
39sfr,0.0004878341869717012
39fof_mass,0.006183479028402143
39fof_distance,0.006356382458917467
29gas_mass,0.0011105619543797913
29stellar_mass,0.005739613911389776
29bh_mass,3.6719929934319435e-05
29spinX,0.004256963909669691
29spinY,0.004215169286266958
29spinZ,0.004286824580342721
29vel_dispersion,0.0035741228766346
29v_max,0.008731981522890266
29bh_dot,1.719356834468551e-05
29sfr,0.0005581499858954049
29fof_mass,0.004840418845278093
29fof_distance,0.00529562318833047
19gas_mass,0.0038965819687170364
19stellar_mass,0.016054055304313523
19bh_mass,6.229960414675857e-06
19spinX,0.00459814182647938
19spinY,0.004486946200531623
19spinZ,0.004640729780751465
19vel_dispersion,0.0038067606886664127
19v_max,0.028256535158427167
19bh_dot,5.5921084182329426e-06
19sfr,0.0008374751425377585
19fof_mass,0.006432812132313434
19fof_distance,0.004677594213687862
9gas_mass,0.004327312019676027
9stellar_mass,0.0009613846756447931
9bh_mass,3.351432312165764e-07
9spinX,0.003981341992076594
9spinY,0.003934638354844596
9spinZ,0.003989357467129184
9vel_dispersion,0.0036071821350040444
9v_max,0.005144040735253056
9bh_dot,1.5568772903724285e-07
9sfr,0.0013466581743764665
9fof_mass,0.32724872375581027
9fof_distance,0.0039689677928576965
