,0
99dm_mass_DMO,0.09984938565173133
99spinX_DMO,0.004154176003336017
99spinY_DMO,0.004308365001035202
99spinZ_DMO,0.004377831986566965
99vel_dispersion_DMO,0.04807316755009659
99v_max_DMO,0.15431837028204828
89dm_mass_DMO,0.05264573438694991
89spinX_DMO,0.0034531217415304286
89spinY_DMO,0.003476929040609429
89spinZ_DMO,0.0035273257763753767
89vel_dispersion_DMO,0.007262398401714071
89v_max_DMO,0.011314146627784117
79dm_mass_DMO,0.01808314507907082
79spinX_DMO,0.003406307792090182
79spinY_DMO,0.003369346771452157
79spinZ_DMO,0.003415748922523067
79vel_dispersion_DMO,0.006687387964512209
79v_max_DMO,0.00841941414055007
69dm_mass_DMO,0.020576783598159096
69spinX_DMO,0.0033955978048521226
69spinY_DMO,0.0034465262974693275
69spinZ_DMO,0.003462366794558313
69vel_dispersion_DMO,0.005391878989470098
69v_max_DMO,0.006795772847971578
59dm_mass_DMO,0.01603554613668751
59spinX_DMO,0.003702904595389643
59spinY_DMO,0.003693610465333026
59spinZ_DMO,0.0037152522192281964
59vel_dispersion_DMO,0.004839489182538166
59v_max_DMO,0.006278508405024631
49dm_mass_DMO,0.012360637133437541
49spinX_DMO,0.004067187279515067
49spinY_DMO,0.00411735625804763
49spinZ_DMO,0.004065894218190443
49vel_dispersion_DMO,0.004593651793566878
49v_max_DMO,0.005745550536858847
39dm_mass_DMO,0.009225251184727433
39spinX_DMO,0.004723749621690503
39spinY_DMO,0.004687088034304352
39spinZ_DMO,0.00467438444187505
39vel_dispersion_DMO,0.00450716843141489
39v_max_DMO,0.00744883531325193
29dm_mass_DMO,0.006838819126028716
29spinX_DMO,0.005463667898481411
29spinY_DMO,0.005516429091686616
29spinZ_DMO,0.005482583596709221
29vel_dispersion_DMO,0.00460296261576507
29v_max_DMO,0.014348579517584411
19dm_mass_DMO,0.009099558930000265
19spinX_DMO,0.005985925454624487
19spinY_DMO,0.006096445927824257
19spinZ_DMO,0.006066880676395818
19vel_dispersion_DMO,0.004959891515642518
19v_max_DMO,0.22810785535710118
9dm_mass_DMO,0.07977410252698962
9spinX_DMO,0.004850529089198868
9spinY_DMO,0.004861985839580886
9spinZ_DMO,0.004838689856857445
9vel_dispersion_DMO,0.004796687031633415
9v_max_DMO,0.006615111244357391
