,0
99gas_mass,0.00497521670818812
99dm_mass,0.04650349487615254
99stellar_mass,0.0015274431297428283
99bh_mass,0.0002893288284641073
99spinX,0.0044990428483273354
99spinY,0.0045983674138472255
99spinZ,0.0046134009623843165
99vel_dispersion,0.022962556810430506
99v_max,0.05655521387111344
99bh_dot,0.00022638552489349272
99sfr,0.0005857195382420691
99fof_mass,0.004572829583574925
99fof_distance,0.004961338365795909
89gas_mass,0.0030906782104211574
89dm_mass,0.03570935362381807
89stellar_mass,0.0013903954720443676
89bh_mass,0.00029249364722641293
89spinX,0.003608172136212036
89spinY,0.003569716674196936
89spinZ,0.0036483055905909803
89vel_dispersion,0.008912568035660266
89v_max,0.0175575699524788
89bh_dot,0.00018322771553500698
89sfr,0.0003445926348327286
89fof_mass,0.007178074498210062
89fof_distance,0.004695226262878899
79gas_mass,0.0021221680974180365
79dm_mass,0.02361297919411165
79stellar_mass,0.0013668447622986956
79bh_mass,0.00021530379164805052
79spinX,0.00325140206209744
79spinY,0.0032311601167224454
79spinZ,0.003252254415357822
79vel_dispersion,0.008353435550924215
79v_max,0.01640582831034486
79bh_dot,0.0001349056346569292
79sfr,0.00035597997555347587
79fof_mass,0.006214940804774972
79fof_distance,0.0056521142326850845
69gas_mass,0.0014554091255485533
69dm_mass,0.017427820280515115
69stellar_mass,0.0014376364324326532
69bh_mass,0.00018963717725250682
69spinX,0.003168620050315426
69spinY,0.0031456557592804764
69spinZ,0.0031728206936231518
69vel_dispersion,0.006948565563282727
69v_max,0.01328702255375531
69bh_dot,0.00010006269639852555
69sfr,0.00035552173129887776
69fof_mass,0.004056382204070247
69fof_distance,0.004123571607388729
59gas_mass,0.001309821335019808
59dm_mass,0.013177483906545912
59stellar_mass,0.0015155986373147853
59bh_mass,0.00016353492076293363
59spinX,0.0031978206383177854
59spinY,0.003180555013113597
59spinZ,0.0032399555158377736
59vel_dispersion,0.00604649664839641
59v_max,0.012489350310489677
59bh_dot,0.00012916904675610595
59sfr,0.00038898274699908825
59fof_mass,0.003973706670112578
59fof_distance,0.0038918116626408647
49gas_mass,0.0010851719140974384
49dm_mass,0.008957218300060542
49stellar_mass,0.0017387846894512393
49bh_mass,0.00011471542545031567
49spinX,0.0033545807893566046
49spinY,0.003326065329520022
49spinZ,0.003392190386532586
49vel_dispersion,0.006209982899840825
49v_max,0.013084444646770731
49bh_dot,9.146988554961164e-05
49sfr,0.00047369187179766915
49fof_mass,0.0038391302371599016
49fof_distance,0.003945398809644944
39gas_mass,0.0011409215796128454
39dm_mass,0.006128853810601641
39stellar_mass,0.002164601793798844
39bh_mass,7.438946606348755e-05
39spinX,0.0036266789506653758
39spinY,0.0035494957345203358
39spinZ,0.003620977724895261
39vel_dispersion,0.007511970654831243
39v_max,0.015096190562241135
39bh_dot,6.6365464156716e-05
39sfr,0.000601434662742836
39fof_mass,0.003754743448428419
39fof_distance,0.0038808899248613904
29gas_mass,0.0013268588554039957
29dm_mass,0.005232342923693489
29stellar_mass,0.0027989022501267373
29bh_mass,4.111420407995724e-05
29spinX,0.003932243991357861
29spinY,0.003850372553841908
29spinZ,0.003944426167654314
29vel_dispersion,0.014949928429600343
29v_max,0.024051147015126992
29bh_dot,4.438657634772934e-05
29sfr,0.0006988395387849274
29fof_mass,0.003873535278927458
29fof_distance,0.004005712667842822
19gas_mass,0.0028884586792514303
19dm_mass,0.00891124512661502
19stellar_mass,0.00259474058522639
19bh_mass,1.4420926659217676e-05
19spinX,0.004128579905932927
19spinY,0.004059353425453012
19spinZ,0.004193118163077211
19vel_dispersion,0.025887809577906564
19v_max,0.04245445248568874
19bh_dot,1.1363615370032677e-05
19sfr,0.0010884079875064093
19fof_mass,0.005929359642245838
19fof_distance,0.0040659394195287964
9gas_mass,0.006471542971248889
9dm_mass,0.035726781493682795
9stellar_mass,0.0013261288000841849
9bh_mass,0.0
9spinX,0.0034525214399406595
9spinY,0.0034627472429487726
9spinZ,0.0034393172479725486
9vel_dispersion,0.1380062122460871
9v_max,0.13595365737746673
9bh_dot,0.0
9sfr,0.0016302742389628596
9fof_mass,0.016698358309857057
9fof_distance,0.0033837731887814172
