,0
99dm_mass_DMO,0.0955839342410982
99spinX_DMO,0.003929026603882276
99spinY_DMO,0.004048488022597334
99spinZ_DMO,0.00406534434130441
99vel_dispersion_DMO,0.046961229836146444
99v_max_DMO,0.15227305723400653
89dm_mass_DMO,0.04838308460265358
89spinX_DMO,0.003278874899484387
89spinY_DMO,0.0032997958079337385
89spinZ_DMO,0.00332595834697731
89vel_dispersion_DMO,0.0069717911732245725
89v_max_DMO,0.01061629860861836
79dm_mass_DMO,0.016564367944737632
79spinX_DMO,0.0032256126422279315
79spinY_DMO,0.003186897483734413
79spinZ_DMO,0.0032488369157263096
79vel_dispersion_DMO,0.006400824463475346
79v_max_DMO,0.007856331881124473
69dm_mass_DMO,0.01916965355986818
69spinX_DMO,0.003223123153342756
69spinY_DMO,0.0032801486959134784
69spinZ_DMO,0.003288374146939423
69vel_dispersion_DMO,0.005155671720977856
69v_max_DMO,0.006401355092612868
59dm_mass_DMO,0.015119373394411712
59spinX_DMO,0.003525569505324423
59spinY_DMO,0.003514701473266548
59spinZ_DMO,0.0035254609447055827
59vel_dispersion_DMO,0.004625900142865376
59v_max_DMO,0.005913806708559454
49dm_mass_DMO,0.01182969451911368
49spinX_DMO,0.003876032093878177
49spinY_DMO,0.003918706600800719
49spinZ_DMO,0.003879241023679124
49vel_dispersion_DMO,0.00439856476813694
49v_max_DMO,0.0053004609498275585
39dm_mass_DMO,0.008862119063713926
39spinX_DMO,0.004514503445638575
39spinY_DMO,0.0044907948288152415
39spinZ_DMO,0.004468076216391819
39vel_dispersion_DMO,0.0042883369299556474
39v_max_DMO,0.006508517731859039
29dm_mass_DMO,0.0065765879617637885
29spinX_DMO,0.005248622397497205
29spinY_DMO,0.005302907304455174
29spinZ_DMO,0.00526961045905632
29vel_dispersion_DMO,0.004371570632374461
29v_max_DMO,0.011285569906016032
19dm_mass_DMO,0.00742823812181682
19spinX_DMO,0.00576880216469257
19spinY_DMO,0.005873918318158732
19spinZ_DMO,0.005855942790116121
19vel_dispersion_DMO,0.004711708189916141
19v_max_DMO,0.22567583216861647
9dm_mass_DMO,0.07389491305360654
9spinX_DMO,0.004645747024221842
9spinY_DMO,0.004658209749640853
9spinZ_DMO,0.004633277065738302
9vel_dispersion_DMO,0.004097246546606944
9v_max_DMO,0.005233472193138582
