,0
99gas_mass,0.00907356646153759
99dm_mass,0.0696955498433927
99stellar_mass,0.0008391486039240042
99bh_mass,6.31640957763521e-05
99spinX,0.0016495687541426829
99spinY,0.0016559671728378542
99spinZ,0.0016450051836052145
99vel_dispersion,0.01970543095283569
99v_max,0.16459281665560999
99bh_dot,0.00013992461197218732
99sfr,0.00026533219784750174
99fof_mass,0.014985873380098526
99fof_distance,0.008796738041000424
89gas_mass,0.0152343829531486
89dm_mass,0.031098464073542942
89stellar_mass,0.00858777155473869
89bh_mass,5.8090800877998184e-05
89spinX,0.0011990599426936496
89spinY,0.0011897887115259074
89spinZ,0.0012372969145146013
89vel_dispersion,0.0026573241565259744
89v_max,0.0062775275389925275
89bh_dot,0.00014558244237745433
89sfr,0.00012931151384362955
89fof_mass,0.0069224704126586815
89fof_distance,0.005885091558090253
79gas_mass,0.0006043684574022423
79dm_mass,0.0069179681352848355
79stellar_mass,0.0005066769866427634
79bh_mass,2.99814287504182e-05
79spinX,0.0010525829792308358
79spinY,0.001072944121285618
79spinZ,0.0010494607610810015
79vel_dispersion,0.002263692946237494
79v_max,0.005051178694864611
79bh_dot,8.226670137811522e-05
79sfr,0.0001733541177976447
79fof_mass,0.004444176962654414
79fof_distance,0.004239241413627559
69gas_mass,0.0005265169895562888
69dm_mass,0.010794233300482533
69stellar_mass,0.0005433488929882089
69bh_mass,4.1784332719476595e-05
69spinX,0.001078153305035482
69spinY,0.0010766909457309507
69spinZ,0.0010347097194405457
69vel_dispersion,0.001523962131589325
69v_max,0.0028777636591096967
69bh_dot,6.792516711669899e-05
69sfr,0.0002128599929561043
69fof_mass,0.0029223862631900226
69fof_distance,0.0024578641312994884
59gas_mass,0.00046208532892833085
59dm_mass,0.008359215098554532
59stellar_mass,0.0006909929753756529
59bh_mass,4.151969059442589e-05
59spinX,0.0011490117944265264
59spinY,0.0011196797123434843
59spinZ,0.001148639711198649
59vel_dispersion,0.0012583729800936872
59v_max,0.0023181374879621772
59bh_dot,6.400732508335222e-05
59sfr,0.00019805308716297924
59fof_mass,0.002760645285759136
59fof_distance,0.0023031653973616655
49gas_mass,0.00039031203488707497
49dm_mass,0.005700509947303997
49stellar_mass,0.0011748766293210667
49bh_mass,1.709636830442503e-05
49spinX,0.0012605775990518473
49spinY,0.001288181217720945
49spinZ,0.001233702391470472
49vel_dispersion,0.0011780451187702896
49v_max,0.002074352725994274
49bh_dot,3.270866645818486e-05
49sfr,0.0002860931431652626
49fof_mass,0.0025826598131959005
49fof_distance,0.0035439878892618033
39gas_mass,0.0004209416466059369
39dm_mass,0.003659197314446982
39stellar_mass,0.0040473178053999585
39bh_mass,8.682319552443306e-06
39spinX,0.001458203520297054
39spinY,0.0014304189634932857
39spinZ,0.001440278937588229
39vel_dispersion,0.0011965766554992417
39v_max,0.003131403482811918
39bh_dot,2.7115817636755072e-05
39sfr,0.000326873850517666
39fof_mass,0.002186789921356967
39fof_distance,0.002774252889440205
29gas_mass,0.0005166668787869827
29dm_mass,0.0020350289515619763
29stellar_mass,0.004498066737360727
29bh_mass,2.6630101958665143e-06
29spinX,0.00167128499879606
29spinY,0.001622386938866315
29spinZ,0.0016781300807600175
29vel_dispersion,0.0012633191319601914
29v_max,0.00672208913783154
29bh_dot,3.9186291649834726e-06
29sfr,0.000381891444200603
29fof_mass,0.0020165022432167834
29fof_distance,0.002116479259004557
19gas_mass,0.001959564224731521
19dm_mass,0.0017791923355242184
19stellar_mass,0.021142084560472514
19bh_mass,0.0
19spinX,0.0017517634845068877
19spinY,0.0017103829479413225
19spinZ,0.0018173555724424945
19vel_dispersion,0.00147258624958921
19v_max,0.028046786049290062
19bh_dot,0.0
19sfr,0.0004024535598073474
19fof_mass,0.0042279710836137935
19fof_distance,0.0017489502887948283
9gas_mass,0.0020633616547016164
9dm_mass,0.007837762335954339
9stellar_mass,0.0005106559216542034
9bh_mass,0.0
9spinX,0.001487868629278235
9spinY,0.001465426282612536
9spinZ,0.0014991048999172356
9vel_dispersion,0.0016290255245123906
9v_max,0.0026532990632898027
9bh_dot,0.0
9sfr,0.0005896214681018711
9fof_mass,0.38663219918106384
9fof_distance,0.0015425833838963697
