Halo Number,DataPoints,Virial Radius,NFW Scale Density,NFW Scale Radius,NFW Scale Density Uncertainty,NFW Scale Radius Uncertainty,NFW ChiSquare,NFW P-Value,Einasto Scale Density,Einasto Scale Radius,Einasto Scale Density Uncertainty,Einasto Scale Radius Uncertainty,Einasto ChiSquare,Einasto P-Value
3524,52,5.946956469183576,85021118.73711106,0.47033789069740084,21636435.39377867,0.047549948730677624,65.72846177308965,0.029571391858802924,59857.96194850956,4.9513551799770275,17037.712776262935,0.5571126598370604,81.62515267088119,0.000947017590026117
3525,52,5.787666948599841,33858641.4410885,0.7061238122448338,9063722.307429336,0.07786066921622838,84.23951714657139,0.0006921450000521987,20640.408143201552,7.868242947363883,6983.044835750348,1.11406285816061,109.5692309781702,6.593157754629688e-07
3526,51,4.979481941234211,47639647.30388473,0.6196667058610862,12942516.41883132,0.06935324839041333,79.40516133610225,0.0021805039501495878,32718.22614686937,6.586600809436358,10470.764543719477,0.8765119225313526,97.74027441585213,2.0221444576590275e-05
3527,52,5.591481629181479,50676094.01378832,0.6472172380533365,16455903.041878637,0.08580896351474118,175.19990117567048,2.24335051697688e-16,35844.19465237436,6.744726804840265,13830.323951819,1.0685377783205405,214.43019507650462,6.667565831879352e-23
3529,51,6.36255119072578,53579335.35038564,0.5269582704814094,15864606.316407647,0.062472916004598665,71.08504230222628,0.0033426930265748277,36067.190648787866,5.63656691465229,12315.7614165552,0.770301571980769,87.84682484425541,4.393696918085096e-05
3530,50,5.9419957938292,123433981.17212906,0.4027596506068909,40664816.725749336,0.05215316321919772,109.39953899128915,3.865382041291065e-08,97070.43618131081,4.060746729868636,33784.013712995875,0.5461065218218051,126.7810083450923,1.0763835884587762e-10
3531,53,5.512604320376455,31755754.459910825,0.6775258732304015,9497824.387514938,0.08337913831437468,98.44523756011469,2.4602938408578348e-05,20513.786287343642,7.33600298965169,7700.677973128708,1.147754229707897,125.93942363701476,6.482700825963743e-09
3533,52,5.051991458033653,38335654.8224222,0.5777524896470363,11085820.961438818,0.06836270923706843,66.45308238444423,0.049032570681648874,25031.913786057372,6.251584652491196,8708.65923158672,0.8992644567635709,82.37353593977602,0.001997149567595583
3534,51,6.012849386827583,55567544.53008469,0.5329632707638915,14700625.550623251,0.05657836252777589,52.20161193214589,0.15867200132481296,39501.70639671423,5.609664639614995,11214.20322897353,0.6382480215459324,59.452989636974884,0.04867160415758629
3535,51,5.487877442218341,101149302.2624918,0.4485608023686779,23487988.64346499,0.04149229807811602,54.96902140148868,0.17133036786065883,70475.23977621485,4.740821512174701,18804.815438112957,0.5020120508447242,71.21166526671833,0.009978618526097636
3538,52,5.1863592565651295,156317799.48432025,0.38605599867808243,48544211.42407485,0.047358307071988334,115.00732455758056,7.789415198660319e-08,125906.40514482412,3.8584977893004107,40194.68886868938,0.4795513617742704,129.68039316569886,6.686676832305228e-10
3539,51,5.401245964633539,54346083.42976994,0.5399709633326727,16821131.25698708,0.06758903580151444,98.34056565054757,1.7111462292639136e-05,36191.74788058893,5.774502107540632,13468.551255731862,0.8727694424774292,122.57521562822984,1.1546054506069074e-08
3541,51,4.676345045298602,184189045.39474443,0.3502613072231079,77527285.99057584,0.05823484882959526,210.94960645757826,5.644740613061607e-23,156004.84201829106,3.4274082499086154,66191.93892279344,0.5641557887918403,226.11904549797552,1.2993459961570728e-25
3543,53,5.319044282357192,214989522.5877606,0.30978626487434197,91668566.18039061,0.05156894959967371,153.4714719403043,1.6643077930139666e-15,181430.6756752189,3.0542171707070787,76175.93209358375,0.4885228734365249,163.5973535169121,3.370222298359947e-17
3544,51,4.92160107471414,155044464.2835656,0.36893377578988523,41759930.68830785,0.03926923248882711,72.73395569124598,0.012129640338719046,117033.22388327046,3.7864291469439766,32777.643702688576,0.4142395465822431,83.95574709826428,0.0010195771480206544
3547,53,5.60842628764217,50369118.02556192,0.553371206572792,14720690.388633614,0.06537691032007642,80.17751888339478,0.003270422081198626,32546.649107618035,6.022231950352077,10971.14684892421,0.8261891917686466,96.41613178168309,6.199272048985979e-05
3548,52,2.7263898122337547,122309730.65435882,0.3637491938499049,50019885.65834126,0.061489492596158046,122.81902777840921,7.35205790739884e-08,89347.82749611956,3.7352916193478176,42391.65170655281,0.7371490388907921,139.93466432704463,3.2091603559303797e-10
3551,52,5.807722857390844,112780437.23734492,0.479239366893346,29857342.496115595,0.050528160788117414,101.29395795008683,1.1166708486029436e-05,80585.51443193413,5.020058350459902,23102.121135505775,0.5703614009970381,120.15895532635076,4.063964504963423e-08
3553,53,5.8502082604289125,68769504.54156817,0.4999401312008053,18282464.18542057,0.05309403102628228,71.79812883479372,0.01855324638196293,51471.9324204,5.140045305927853,14657.00363784487,0.5811791282867035,84.18622266730415,0.001314716027028812
3555,53,4.461262198505061,77775506.04917097,0.4074510791588297,32081197.27736117,0.06764800979727946,127.0992860101652,7.382346384179876e-09,58528.42990774268,4.142353187698056,26830.94979635046,0.7611992241288177,143.25996233675698,3.584461121471115e-11
3556,52,4.395686041144658,203227057.41811132,0.38879438855766546,91466712.73363554,0.06983881134373641,389.45400685765696,1.5410772265408156e-54,173554.9543610425,3.7616078810778606,82798.44165267205,0.7077538751419888,424.58501400144945,2.727903818147945e-61
3557,51,5.035557273779415,85502329.78273037,0.4501615718431847,31758994.14479772,0.06691010363924613,143.40979384054953,6.106156473806572e-12,64401.14695851448,4.583800143845688,26550.11917624876,0.751551188043298,165.41453129097056,2.226950157459955e-15
3558,52,4.133412162436166,380022986.1867044,0.30397220121202484,162448385.8432323,0.051172242732747716,322.5106121779957,2.4794582349304184e-42,333032.5840841911,2.9416709844109867,139829.26095824057,0.47667302776419207,338.8776605548232,2.1446311050460054e-45
3559,51,4.276772372519117,409228352.75046873,0.2694624051410975,180444226.47239754,0.046351342619120176,271.9126403555113,4.901567157284404e-33,364264.5569340214,2.6073952150889945,152099.921509211,0.4138374414953408,279.1166715999378,2.4264192010674016e-34
3560,54,5.069913255774308,58146992.1742231,0.5292990734564702,17716878.825879503,0.06547056908113795,96.32467338298659,6.351246042578781e-05,39769.380327319646,5.603451224594752,14358.803300543164,0.8261494146597635,118.88551634640481,9.696115603505042e-08
3561,51,4.371820714306463,73631450.35721663,0.41155162885360236,33273263.398520518,0.0746203655669603,154.1315577968534,2.527544980723333e-13,58626.06192769081,4.086639845682342,29050.66284418058,0.8074849236603785,170.6099225035065,6.321009705048454e-16
3562,53,5.166543661056215,55742434.376667,0.5235487091817692,19565214.963680577,0.07419364130558964,139.50612733067368,2.177351692037495e-10,41763.782406260114,5.3222465805579136,16855.92215694619,0.8669888323528674,165.33257468986199,2.9357535570793406e-14
3564,52,6.210403378662672,79419350.07364829,0.47326655338488466,21832293.194193322,0.051671415265171265,68.49488104700076,0.0060450666330023614,55897.08973349333,4.977751078354914,17444.252611027532,0.6133156428880696,85.85425905106653,7.650375020844346e-05
3566,51,3.7429398311555615,280744632.31655556,0.28302912279342113,141493813.67293367,0.056187603595260545,288.23461486341967,5.2901489198711245e-36,255435.97350945004,2.693614715893568,127795.58032498276,0.5202726303570372,300.33370439150235,3.189099757861028e-38
3567,52,4.314095604455202,113037496.25336188,0.3777136355196834,69769383.43931817,0.09274075249043845,436.62857104004246,3.827199687023943e-63,107229.62672294935,3.5119636291859164,68053.65209790661,0.8713765267633888,453.0607533305032,2.4993178604430823e-66
3568,52,4.527992863657595,127679312.26908623,0.4075134021926481,61644807.09229534,0.07845324065945365,334.9438481089355,8.249870164326101e-44,114338.6191365199,3.8819525669660817,56313.16864682391,0.7511320296052131,354.52809019196724,1.7870505598776246e-47
3569,53,4.004418521186285,55572094.08136448,0.5128963867995062,21487111.17559052,0.08178154344254147,136.5118032476682,3.4460869960641615e-10,35763.0638884985,5.543087433388915,17032.676287243292,1.1035977900832723,161.4341206542201,6.380392180369588e-14
3570,53,4.441356761327567,303187926.8386027,0.21258055450140337,217816946.1126783,0.05895057132219987,287.46167847697694,1.1623565202166492e-36,304175.96939324035,1.9800450171923512,201457.32977878622,0.4878830754519303,289.0400749864464,5.949669285949767e-37
3572,51,5.313559210222481,46183847.763490744,0.5880878508080429,12595135.571480267,0.06549852666395958,63.305826775541526,0.014224889820603529,29259.66160713816,6.44477503488192,10055.778062730868,0.9142785686788492,83.38465224993371,0.00010247119744534951
3574,52,5.688384104673595,113245316.72247255,0.4490761684220733,35877173.26362767,0.056411841751187325,143.81312188674733,9.519404040733367e-12,87068.76479908757,4.547875138035003,30153.811026545693,0.6185298186109718,170.2237634894843,7.291829065272784e-16
3575,53,5.754286682868251,28753445.632634513,0.7378332925118504,9125293.820088064,0.09674895681524141,136.27592143648036,6.313667413567212e-10,19047.482563729023,7.896348040873761,7492.935276974746,1.29915685498774,170.12333014551436,5.252812267667467e-15
3576,52,7.040837425607913,16540712.622039557,0.896846726111512,3813253.5769805824,0.08583602902675921,50.09615971011525,0.2125005649185029,10012.47503707108,10.07621243719492,2951.5732173927067,1.255035242056765,66.98691937554639,0.011058019218200271
3579,51,5.074997530789968,242065065.69304037,0.3085486246264311,111570597.18402418,0.055405236440521255,257.05590231314704,2.2920495219047578e-30,219733.1263830981,2.9661386399051026,94948.85924419359,0.48557402004961436,262.5919358066856,2.3387282043567905e-31
3580,52,4.28356795480129,237481206.62482348,0.3327447238580981,97815306.79984583,0.054177496945027645,235.50351495544928,1.4931865064747917e-26,201895.55625522195,3.2451639938044354,84804.50529336429,0.5302382560467835,254.71268855519133,6.00381827070531e-30
3582,51,5.603030960484485,89149266.12944776,0.5169347677327223,30383125.442095876,0.07063735094851219,186.20535498403262,1.8057308374569964e-18,69667.5766374059,5.195575350947556,25830.548740565522,0.7680070367268582,215.12984571118932,2.339253039319088e-23
3583,52,5.728260941527125,24276120.815721605,0.7455253909159303,7522446.347614598,0.09565440032481064,93.6192906675696,6.228791960537405e-05,15067.475485881023,8.24783995784362,5738.717695848193,1.3227033206509506,114.77184845341074,1.3498862872372996e-07
3584,52,5.565611052748743,23818744.518274534,0.7874827730484362,6181161.459154059,0.08544627772235952,64.78316567814593,0.035233253879880105,14435.066205787616,8.843760860850658,4728.482042008375,1.236296044236462,82.41183778956369,0.0007818675211611407
3585,52,3.7095190554071102,593729153.8083509,0.21902201822691517,378567158.2798305,0.05406844474638913,508.631106335407,3.193188425506282e-78,619999.7541781891,2.0312052068673423,336401.446237472,0.41112902646466404,486.9328320902622,6.058654471710157e-74
3586,51,5.603316198297726,113661052.9368141,0.4036574380912527,30207575.123145398,0.04236790617794644,60.26808240816874,0.07712920853034122,79951.77152060524,4.264230945982518,22271.922317036548,0.46487323547535503,70.1317663341926,0.012472182796614493
3588,51,3.720819914743794,759015510.4462197,0.19939946537977615,508245903.46758926,0.05136300842099454,571.039344184525,4.412099007966731e-90,804827.6683177863,1.8687722597940701,424494.5187257762,0.3637009712552753,525.7933367518148,4.270997671244025e-81
3589,51,3.325320841377552,609274659.6929432,0.20794962889755722,375145364.2584092,0.04978442013260806,428.450184003728,4.881177597833806e-62,620407.9830264247,1.9336197093723266,338610.43266996735,0.39609565407617275,418.00583243511113,5.080860858196309e-60
3591,51,3.542865221081314,427783341.0190725,0.24408476698985085,192753474.99340746,0.04314376384764106,214.40901284663246,3.1130265853041074e-23,372971.09185461997,2.366126642739009,167035.1391540313,0.4064565378225389,226.4647399517755,2.534712493912843e-25
3593,51,5.748830092174791,41539683.598825805,0.6582218421941028,11490469.500393657,0.07456031243988591,92.25013788538162,2.8425832026606707e-05,27382.825793124368,7.081227866147031,9468.018580393498,1.0116341137513378,121.51619277287215,3.4615473036466033e-09
3594,52,6.521672880760449,50857466.39660727,0.5624536527699862,16664300.706293248,0.07388626074361887,100.28804529743351,2.786591477981165e-06,33999.485095236014,6.039449204243985,12504.727892852416,0.890933189076682,117.33824127334677,1.3648449309549304e-08
3596,52,3.73238833887246,216212214.30434337,0.32304129170042106,93076909.66235828,0.05530602461268255,216.85004892329562,5.514895381080613e-23,183098.97515787397,3.1478094699169636,81302.02674841943,0.5488930358878678,234.08388580203862,5.904969698386979e-26
3597,51,5.7984022870031495,36036348.0653545,0.6471164482811973,10935591.774591481,0.08017777743996726,92.18821004882847,2.8923561845082995e-05,24999.551265028254,6.8211458829468565,9057.82643521687,1.015465996898725,114.70216861314282,3.202281446066279e-08
3598,51,3.200573367212401,364197812.63873076,0.30151208855333206,162600337.6802585,0.05397959878058661,306.67630756387814,2.1555007546194264e-39,294985.552898084,2.970443003539559,144809.7813320382,0.5807463859177145,340.52515201435347,1.051292159902966e-45
3599,51,2.579743468821194,473232077.88758963,0.25739495576263993,242015286.92287827,0.05287026221702339,344.68166787963435,4.691628905511868e-46,413713.8764203947,2.4617779759007092,225088.34980983156,0.5327205300283007,369.24927244044136,1.0832982926352356e-50
3600,51,3.982590917106508,331144145.2049296,0.26439516485292214,140657570.37310004,0.0439446673990286,185.1673562264701,5.385916478214467e-18,283921.47166286333,2.5856366168192975,117854.38921186494,0.4108830390366684,194.62815042619746,1.472107071649494e-19
3601,52,2.988969563830201,166552612.07800874,0.388616743441756,71166233.20799927,0.0683314440044135,244.10673190687356,2.3518850978334176e-27,124548.89959587027,3.9348444952976775,62634.42400862384,0.819166469283969,279.31402852282844,1.3111661220085716e-33
3604,51,5.585275971434369,31347192.119914606,0.6708157407862767,9230355.490148202,0.08116611687536865,85.23462309128284,0.00038749962513769126,20037.760758944925,7.308627296082578,7373.033032508817,1.1192990385926134,108.906262704107,5.123972829692574e-07
3608,51,4.723459857696168,39446412.27589694,0.6182300680370335,12558176.96606919,0.08148857921561455,97.02045139435457,2.4679395307447728e-05,25596.124268732645,6.693902033247641,10088.81556134982,1.1078875441877483,120.28508207551909,2.398324800323697e-08
3609,53,5.443373039124683,57314465.57138508,0.531966526776911,18537211.520312257,0.0694280027484375,117.93744066383769,1.2967631008993813e-07,41193.97773028891,5.513586530019739,15408.942988230909,0.832227216625705,142.4627442932783,4.695764488778457e-11
3611,51,5.781479370195898,51653681.29933369,0.5726218371711251,14055969.806236958,0.06304830451028348,70.270834113556,0.009359553347671955,36214.43155748248,6.041318191324189,11085.046460948919,0.7502939643768899,84.10137308554873,0.0003665550268053401
3612,52,5.24807561652877,126732772.25612612,0.4213779232427313,41910701.3582222,0.05528710182371695,141.5944512546084,3.610271969033062e-11,102076.04665866261,4.205397809635436,34752.00250288927,0.5613227257140322,157.66420052221545,1.324662210399745e-13
3613,52,6.633755789149921,20232673.012822155,0.8231135433784325,4665518.5929163825,0.07841772404983184,44.429884193033665,0.36969803115971156,11960.22022746992,9.360101068562033,3406.6395321769414,1.12255739158242,55.805430523295335,0.0752006427078675
3614,53,5.343297751625275,119518906.52211607,0.40678693056321996,39510889.511904776,0.05324645427081467,117.12927590455345,3.989644688144544e-08,90069.73026778895,4.161294146805679,31876.636917618172,0.5769366249829058,135.20361498862172,1.0372790565858251e-10
3615,53,5.345824843551114,104270432.36003181,0.41124733887767,36817896.84157648,0.05780951387317146,121.50553533612482,9.828489527452607e-09,75512.39043361276,4.258512992650677,29760.7618194511,0.6636521464246019,142.7081931942928,7.801114592736146e-12
3617,52,4.682255825766204,98205044.19763283,0.4504220459165245,31320140.027347993,0.05786372910009763,113.29060285698144,3.37110668418536e-07,70082.67474360894,4.693301652826337,25343.213766533016,0.6836278348714283,135.14158944228706,3.1794458025174614e-10
3618,53,5.653577794082469,15272847.032998854,0.9807135529576239,4414255.208570666,0.12079582904662704,96.45936826148758,6.12865751500246e-05,9781.503773300246,10.781863772375855,3554.296957961648,1.7060035118313022,116.92384829922395,1.7667139667498763e-07
3619,52,5.0866613700211945,204302390.62613383,0.35541418075749454,61210441.27165708,0.04191036998937327,115.14428447702124,1.918713283477215e-07,153298.482303867,3.646935858926939,49085.373542554065,0.45324439103884845,135.74486579239547,2.5996086178565077e-10
3621,51,5.964393659539176,89718091.98921938,0.493076034102494,25480016.639388997,0.05578422585302421,102.97224418777174,3.0098737655291137e-06,61738.04224092049,5.224381281033507,20115.03443019195,0.6761065482787167,127.66485004842184,1.3077489612473895e-09
3622,52,3.503991106126217,147244304.9280163,0.36787771898977234,77674913.40750076,0.0782277122676279,337.2862089299402,3.0196146956036976e-44,129106.75405678824,3.5093554780779836,72821.42015045982,0.7910643549146431,360.30246759771285,1.46410454021126e-48
3624,52,5.362524176611027,22334702.32660118,0.7640949997851837,5728154.59571183,0.08215080119579166,51.499022746483554,0.302121792534871,13031.340920315344,8.75044560471796,4101.208417765942,1.1810267934539622,62.57172353876273,0.0637801481697473
3625,51,4.939345327977056,32644290.237040833,0.6547742107877509,8955485.438420292,0.07451363892384204,64.97838418675013,0.04211846767171265,20806.44552536712,7.170430042263543,7104.071397519793,1.0313581116099522,82.80518059291893,0.0009798493188103833
3627,51,6.07055216204879,48710158.98641632,0.6232888331315678,12344034.79550795,0.06401386722982048,79.59649941123561,0.0015393512103766829,34715.62058885442,6.514329184737994,10375.564015624075,0.7909099096979456,101.93808766030675,4.070472817378212e-06
3631,51,3.218293319443001,567882165.2788707,0.22969468198757004,295568013.8917078,0.04693838206251757,342.1177667073498,1.420279949043991e-45,521111.3450298467,2.1832616499069855,265779.2513967524,0.4275205046780319,353.7566293227621,9.209201749329249e-48
3632,54,3.976184397986885,205968193.1730711,0.2987506055808688,104483221.78329436,0.05971420023496017,266.2997307775517,6.57691851529659e-31,188286.62966932118,2.8420150772150583,93451.11504663239,0.5438781151927893,275.1157267261511,1.7665980975674216e-32
3633,51,5.364952392525854,97067769.57709642,0.5093921526451827,27105068.942303684,0.05724298780934543,120.24417180781612,2.4296815440772553e-08,70185.50431362835,5.279808983858329,22799.317212899005,0.6897137668805285,151.41030621625,6.64695837929469e-13
3634,51,5.16143596731411,100560904.84192199,0.453425697449062,26481488.432746932,0.047817885446391935,71.06212559101245,0.006012056271876338,70697.16783966719,4.765298196886139,21579.379148092874,0.58141398315908,90.49978886724764,4.6273027230975154e-05
3635,52,6.036245166046576,61091825.27007528,0.5300952132904212,14530484.193196235,0.050539815266744996,51.62288990279675,0.20043011482309786,39324.6326610052,5.781828735068536,11207.187931125007,0.6623777519049946,68.10516760706682,0.011358906265300193
3636,53,5.384783460623087,73165580.53780855,0.46882367414689197,21969309.897280008,0.05627205757474868,84.00508535791303,0.0007328986912760387,51761.52160146674,4.906160440199801,17725.85317482888,0.6700589544405897,102.46292139066418,5.326455053165208e-06
3638,51,3.9188614200499794,327172015.45301384,0.29990380373688624,166036200.86934996,0.060030095883809774,404.00931312292994,8.580230346584917e-58,298426.5045321148,2.8514134022355027,150410.7515081744,0.5549570646578961,420.5133530571918,5.590717249839674e-61
3639,52,6.023834003582548,23016281.8171506,0.7358053136159324,5558554.51908791,0.07347595703169488,41.43018003842819,0.5395085746434262,15642.32467444941,7.884432515791384,4533.843160826488,0.9559373017893315,51.45154138603596,0.17656444741684288
3640,53,6.061269058463788,43552769.481136724,0.6099338129273219,12019429.571034562,0.06816520539662801,78.84830845802927,0.0018356642850724711,29577.44610144334,6.502988615214531,9495.376162394594,0.8489890022676603,97.5981407547719,1.4116359972397954e-05
3641,53,5.124877778892872,150017839.51273495,0.3744729486990512,61616847.523594856,0.060652234159086,217.84561167364973,3.7287967877116665e-23,122948.66679276593,3.7039670989291587,52127.628058239054,0.6088798131566058,237.67115468621324,1.399157563886247e-26
3642,52,4.93315296402564,334359667.92083967,0.26780446462706053,161528277.67361748,0.05044906821949894,266.2634727416495,5.118793086039619e-32,310268.8473222212,2.559702911884534,137297.22885620644,0.4295338852946513,265.58137493806,6.790313394723629e-32
3643,52,5.549324403191336,38301798.17785536,0.6501272098548252,11970536.679599049,0.08331928515738914,103.60907424373433,1.0281660101278743e-06,25282.68773963025,6.99020713897155,9665.478803791626,1.1075766903519604,129.4056863837613,2.4373053169996967e-10
3644,51,6.091437268567679,46304081.61349302,0.5724683006051609,13836446.646358134,0.0689637870170546,83.86008967851895,0.0003897825333039695,29007.62935705238,6.292957251637448,10467.246290082763,0.9212768209809228,104.91533367723852,1.088954481903351e-06
3645,53,5.405918582350004,80940570.85801178,0.47018901971218635,21658926.1851444,0.05038884597801549,64.97907648638592,0.04211328898943445,57445.57303422128,4.937074388803064,16950.68327955788,0.5821057045247789,77.49339491770782,0.003366068197815202
3646,51,4.4492416359114415,264220870.74527285,0.3115292537873382,106905259.68362805,0.049471666185317564,215.82584962329912,3.8455930495683965e-23,225410.5131932489,3.0483522821979494,89923.86515599063,0.4677315013499989,228.84610858183765,2.1692589075884397e-25
3647,51,5.055740079471212,198075646.17085606,0.39569702841564514,86035174.95305587,0.06805331137058394,349.02546052496393,3.4485027714624263e-48,174751.91060897356,3.8069041943710142,76441.09219512787,0.6473963758753717,372.5178596403741,1.134548781307402e-52
3648,51,5.04288877466255,112625498.90764958,0.39994341186901394,40948844.60145091,0.05779418449613289,118.04367452639458,2.984059627417423e-08,93012.67881386798,3.9550152381090475,34443.80080597941,0.5744870088488715,128.82951574110083,8.880991154278706e-10
3649,52,3.8864030657397697,369931029.65225303,0.228224174675947,185717748.92886353,0.04455612807417905,198.35699718806174,7.219776366657633e-20,338273.1872161306,2.1870641515647136,159800.8793158338,0.3905945868082638,202.71946977465743,1.350367467571311e-20
3650,52,5.493780311836989,222188330.3802638,0.33408972075507326,75669334.65935175,0.04438111132557151,144.0506591254028,1.558171231579637e-11,179151.8538331516,3.3606766534282313,57949.96517120048,0.4144580313634946,151.28470415714932,1.2649211738477405e-12
3651,51,5.917944431191202,22615398.037717037,0.806561645768843,5990839.969883108,0.0893101015775685,63.90965144157126,0.016241099604429113,12704.34293309229,9.355158469883326,4354.869188072245,1.3730308588822646,82.65560733583021,0.00018256413502024726
3652,53,5.666967595695999,50957951.31879106,0.6178863134512614,13167379.278866867,0.0650983119829722,79.94563135690214,0.0045353353662721425,35104.92035115479,6.572513066576295,10340.703384173914,0.7944572585536003,95.0859306314725,0.00012557507673596627
3653,51,4.8293048643662,24669567.90103035,0.6971230749320553,10015130.638524411,0.11805899498835273,155.68838478658517,2.6751570457475297e-13,17211.60544409304,7.286815456778363,8467.694994787418,1.5133127631289474,181.5010745426462,2.140058701266714e-17
3657,53,5.062146747533252,140111043.19592446,0.3817040029439677,47650758.703981794,0.05144868065298138,119.42741290003427,3.14741244338068e-08,101921.18106371893,3.9550084090871653,37937.996238763946,0.5787982826436089,139.02233195855771,4.9470271364266734e-11
3658,51,4.466893392732379,110428091.76006716,0.41386802503620485,38910048.97598474,0.05851847995702176,126.58626955483953,3.152968936357882e-09,85315.0044942407,4.174778861568709,33069.853394122656,0.6463329123503462,146.36740940149377,3.914970619275379e-12
3659,53,1.887941341691107,715633866.1931499,0.13072167656989764,800306478.9160724,0.057160063243308676,453.815460294986,5.412445962923629e-66,917329.4256336738,1.1307327129602263,873184.8978554276,0.4019833717907421,443.6648294839134,4.9896623743592934e-64
3660,52,4.831522701144747,101337118.46141155,0.4254039297574474,36120465.779612325,0.06064093838446478,144.22700380568762,2.5807970718819268e-11,75430.64775502609,4.3437520305393384,30359.362479615324,0.6957535200902198,169.376352653799,3.6512450144402705e-15
3661,51,5.245196948106013,171807591.1871878,0.3538602572348542,76138131.55742066,0.061556223328084705,231.0606559807371,7.675240360846915e-27,144879.0564939651,3.4653194502346722,65950.27506231098,0.6069931494984783,251.04653183162205,2.051976003036838e-30
3662,53,5.842626441340659,32317659.67247936,0.7032296032712562,7951256.539705925,0.07120388454241722,60.66452901840909,0.07226549538700937,19382.42753115225,7.918836649620974,5907.166960391917,1.0098751780253061,77.90125817498898,0.0022881974125652177
3663,53,5.030519601414447,113909984.19369891,0.38944982912013937,33529167.099256195,0.045492866455029264,72.09336992168,0.01074824823623762,79452.76656104502,4.109563560029304,25867.284045316606,0.5276909849182474,86.4397146294661,0.00040159322186957653
3664,52,5.868959549957808,30211084.872242257,0.6687614180581268,8888771.574466435,0.08057419058100053,63.55240658347256,0.007775699896921182,18575.311349300075,7.438117733184656,6738.688161334866,1.1198488064767813,79.57944023294135,0.00013457407353386426
3665,52,4.557663380149016,173280881.71844423,0.35094195019910984,84110888.0012471,0.0672054796580833,310.57418795615183,1.051235883752894e-39,156253.71303247352,3.3484800105233643,75614.06790387235,0.6271348320760106,325.53306052052505,1.778430241390789e-42
3666,51,4.602289525746352,75653248.29338497,0.5286063384826207,22814586.841691453,0.06512762937249003,117.43970070827073,9.47495847913461e-08,53874.00524599029,5.503958740178454,19247.35914951456,0.8072773654253991,145.66424286432596,8.940606575340205e-12
3668,51,5.733482620839922,16559061.875475133,0.8842801442628501,4499289.854397115,0.10112044647337401,79.2642502899113,0.002252299107857666,10105.094348145798,9.841480218804863,3669.196092224229,1.5374585413272264,107.12180196037423,1.3681801388695452e-06
3669,52,4.860101522086586,115295047.10824576,0.4076077037091766,38108324.22281894,0.05380879263577213,96.40987868007146,8.689632292786755e-06,80121.20861588363,4.306278243799571,29192.470817677295,0.6249480091427491,112.29135894537535,6.922018624718888e-08
3671,52,4.684066071196366,88617714.32493371,0.4295528437291439,40192199.5129423,0.07805522650238238,220.2714841022169,1.4339790612414512e-23,74035.89930700242,4.18776805926643,36167.04902395594,0.8127607008977752,241.49439530559619,2.998330414105151e-27
3672,53,4.610567929031187,131175294.64423127,0.3920365893622754,55420458.22090993,0.06591050493138019,231.7573408759467,3.2923002121816823e-25,110051.08576493383,3.8272594268994204,48868.96238181354,0.6676305445941446,253.56485400049274,5.128386475579076e-29
3673,51,3.896448529766905,60324896.995140664,0.49560625194236807,23131850.10748633,0.0782395888600366,129.7097802564405,1.9097121732694036e-09,42568.30684295025,5.160103389879736,19412.01893325033,0.9765372590138081,152.26698229446063,8.958789131381917e-13
3674,51,4.417970164382133,136904392.17582238,0.411350118517547,46973132.664834805,0.05664867833462739,138.6656703609661,1.7766612780277455e-11,104173.39854493557,4.175031740075376,39875.01987804165,0.6385243516667672,162.80046984519223,3.0227511850524015e-15
3675,51,5.653570973699409,147730262.61122766,0.3989365188047455,51517468.99728733,0.054827181160578456,155.89756664720656,1.9978906657457074e-14,114926.85810531797,4.027984677683346,42996.653410355575,0.5853924512998756,180.37053882940933,1.9761821473476248e-18
3676,52,4.862699816747741,181880716.9732101,0.3348534686155541,62285875.060012914,0.045084341460022104,101.98130881344298,4.019609665645711e-06,146985.15313207931,3.3595970580717562,48292.55708011499,0.42631188705817435,107.03452023712963,9.018442165386671e-07
3677,51,5.322134058922848,18691048.539376944,0.6837747889501213,6858970.57609552,0.10424741150947898,68.78388359712757,0.004224787365874088,11939.600965254984,7.468260412822638,5398.398912120277,1.4254943923867114,82.02900774023247,0.0001484816252566558
3678,52,5.5817698659670745,64679626.81265367,0.4642489725601047,17451795.72737026,0.049981798873144065,45.35361369799117,0.3339794695839422,45635.96896539435,4.890576816668825,13553.69809731506,0.5776453304542855,54.296846478756656,0.09670048634304243
3679,51,5.354286578873471,194653762.3781946,0.3894591174237216,63374191.56534007,0.04997201440977978,177.8327211012862,1.643824062129706e-16,152867.54892054922,3.9335471640609065,50427.003607939994,0.5036688834014481,196.73490067885936,1.3428593599461584e-19
3681,54,5.184386423694658,22100048.229273487,0.7552241816325492,6575425.02850451,0.09406502825944864,81.40733991765464,0.004344083929781611,13360.016862900478,8.46846324525581,4943.9605195550275,1.3394802013479339,99.57820351311054,5.584461790924125e-05
3682,51,7.666907077364689,32566640.45716005,0.7711853426209154,7874040.326118047,0.07570395892246347,65.79876702697055,0.018236067841372286,18357.769184837274,8.960175853600669,4814.25108064336,0.9681033556823715,70.3349577916596,0.007051045355186331
3685,53,3.1131332284821926,821717573.0953879,0.1946811116173814,521257128.8716883,0.04812562368594079,500.5703225864286,1.3057192570256128e-75,838651.1956609037,1.7992176757130167,483587.18884370365,0.39092763990322804,495.9635702051754,1.047730536056469e-74
