rad,mass
86.44363807857765,0.0044333376
97.25694360974356,0.0027327582
97.51362281388666,0.0034754593
87.35558853330238,0.002545844
97.33191305639491,0.0041790823
83.41643873810109,0.003629027
96.23848045635398,0.00296386
83.13411001600575,0.0043607
98.96612734386262,0.0032875023
83.42862301350586,0.0030523546
77.14723304905343,0.0029911594
87.37785034249552,0.0025616998
81.12057750624106,0.0029014845
90.64907686052612,0.0024211407
91.82428294994115,0.0024462433
84.87118778323821,0.0030993472
66.23423336700583,0.0030656375
89.58889358368764,0.0033664135
74.50493339920547,0.003320505
61.75190286129019,0.002998397
82.72971536549224,0.0028311403
65.96992182602737,0.003491297
71.96762744281816,0.0020700605
95.4398128201179,0.003400427
98.63991229069242,0.0030106753
88.09539510574861,0.0029513869
95.92772836950027,0.002346399
96.79358219539772,0.002752463
94.96853082182324,0.0026612927
83.4362717383902,0.0029847082
62.69881456938126,0.003616554
87.66254901925697,0.0030976937
89.21238388686787,0.0024528683
68.1147996291358,0.0036754156
97.64156261996474,0.0023009244
76.1022542247602,0.0033567804
54.496297047820065,0.003947977
80.02501100378106,0.0024833134
91.74281711932439,0.0025102026
87.97397219863014,0.0038190982
96.51647664260648,0.0028321834
81.193569219823,0.0023442109
66.51617844725344,0.0037770644
82.99343797321542,0.0026016827
90.09383901669122,0.002817481
73.34131852125735,0.0023860133
87.50923223393502,0.002911158
67.5958573568947,0.0032142857
83.32120297332999,0.0027518133
62.879970386285414,0.0037594116
98.56753609219305,0.003733847
83.13362171066558,0.0022988305
97.11907507727551,0.0032805672
77.89935152453457,0.0043533663
95.43855207201474,0.00350654
83.27275117736932,0.0036245175
84.40283439313458,0.0034762118
89.57189612727922,0.003225048
54.13490029295166,0.0034908878
81.92623188874987,0.0033449423
91.97077025792768,0.0036434114
95.71205920540221,0.0041333665
97.72180455370659,0.0033968464
60.01278454400626,0.004054331
98.02901672092834,0.0033915127
89.15249571653642,0.003243746
63.381434737177834,0.004174575
82.36944127847983,0.0027834752
93.2089740421666,0.0036502758
68.7902119913197,0.0028174953
65.83197251453774,0.0042833756
93.00491738467755,0.0030492295
95.41782580488223,0.002780925
64.83828447943425,0.003560541
91.22787451056563,0.002960704
94.58830707706045,0.0026116373
97.06348935295125,0.0023901917
65.37313640286975,0.002618132
74.23595246093505,0.003746881
90.0607646191927,0.0030985388
75.20845610313646,0.0030517804
65.2776861482402,0.0029161123
95.0654624820794,0.003644611
64.6263048018164,0.003015595
71.59897127204738,0.0027981894
71.78395667169656,0.0055256127
99.39791911369834,0.002467966
42.02053701551968,0.0023908261
52.60295675687669,0.0042518307
66.90829601977164,0.0024594455
53.73659957656765,0.0048697954
88.88453809750139,0.0029297099
96.70769450834356,0.003286019
78.74248161587508,0.0026783734
58.504396818529095,0.0025038966
66.55302740901038,0.0018693721
87.01165894012753,0.0028993164
55.078118134548966,0.0039321734
90.47803250240511,0.002927866
43.07889917200858,0.0032727583
84.34698682501784,0.002595409
60.082049819026174,0.0024394619
75.89454002172472,0.003311315
82.0631393151025,0.0034685296
47.45812510499646,0.0015940844
98.0521150322386,0.003990123
43.27751870259116,0.0022302843
90.23810480049029,0.0029797836
94.8936587145863,0.0023086714
74.15337333999611,0.003894118
62.91237460043648,0.0027954795
39.22284099486877,0.0021017771
32.39289342045321,0.0028211332
96.54034368629065,0.003122129
89.71018939254087,0.0027211686
40.406510063035704,0.0026731747
88.20815849021047,0.0035799807
66.67340871951747,0.0029175824
26.9260719276848,0.0021812601
61.845138068947435,0.0019148572
81.83649735938113,0.003230035
73.31615626625856,0.0043866485
79.40503055190071,0.0025029366
90.25938418207137,0.002695356
83.16994160718177,0.0029638805
70.341611225613,0.0031230017
63.72163011402962,0.0036604214
84.6080853803123,0.0027312844
94.15218141508045,0.0032103104
30.0076483783512,0.0030272552
43.76410194698908,0.0046400446
84.42377352246397,0.0018984932
96.19573805214166,0.0031467404
69.41387917353865,0.003731632
79.57516351837408,0.004372233
80.9549418449276,0.0019249398
76.92194597811817,0.003398739
41.58157799401728,0.003723264
89.20873069453769,0.0032347909
49.956675322258675,0.001809565
97.40214151317072,0.0032664174
90.63120290531234,0.003131342
63.453513185325434,0.0022802553
81.54022593155231,0.0031191471
51.624709000029625,0.0027734016
82.89674102399113,0.004100961
42.977712757928025,0.0025359795
58.89974661964704,0.003922791
38.14746099908019,0.0028060684
76.35526181047148,0.0019925502
70.68778375221166,0.002674378
48.833274670683714,0.0021465719
41.810684429410216,0.003928918
70.6428451628621,0.003169464
79.71244514277006,0.0023869413
88.15412185676598,0.0027785413
73.14301480279981,0.0018918901
80.73396885390831,0.0029924442
84.71457226053934,0.0032103625
89.95296426042162,0.0030300564
96.16757306810266,0.0035237176
43.74814504171511,0.0043487777
91.3430258065188,0.0020410407
36.06757272001601,0.003987574
63.21504319640026,0.00299269
29.159769250664546,0.0024802082
63.84272275514496,0.00281007
77.67958144747317,0.0033676736
68.59090613447522,0.0030817292
53.529866831056644,0.0038439853
32.59013716783297,0.004820485
55.60261319664303,0.0027692937
91.18643500352617,0.004183608
75.02764783546868,0.003685235
86.06301505307556,0.0029037574
47.46160198797255,0.0036815961
92.5360708167658,0.0030229625
83.02975921120427,0.002368099
31.326223201108146,0.002102322
99.47442807520088,0.003359914
50.46938086792076,0.002206812
90.08432788490357,0.003089638
44.829886008366806,0.0022714257
65.54231423444321,0.0020151627
96.22297055153551,0.0028972786
59.80663136906641,0.0025368663
29.9848106391487,0.0045747655
61.528785155767494,0.0026564964
31.703025544846582,0.0024708724
77.84720081807534,0.002483446
47.495710669518054,0.0033848449
86.33712146741253,0.0034628864
32.85097400761896,0.002704986
89.87313100102631,0.0029593578
43.54977847149215,0.005822115
51.54603600309014,0.002550074
75.9221015183257,0.0031209714
63.71815176235486,0.0024260513
31.022953382873133,0.0041152793
66.61948574615985,0.002215567
27.779567274461424,0.0028748435
37.703533132517094,0.0022911436
88.94172053961277,0.0035685909
71.88423892642803,0.0041081537
64.00089514035888,0.0022573296
76.24526696393386,0.0031849663
38.31112899091034,0.0024393974
85.003893749753,0.0028710915
45.75500469997278,0.0029053544
93.86774363663008,0.0040651034
97.01175773469802,0.0029915979
31.825070628226275,0.0036149195
89.87311239278229,0.0029482634
22.012448896813517,0.002781455
91.63417426979288,0.0033899746
79.40147350715574,0.0018963219
46.63290407855602,0.0023843406
23.1661260587121,0.0025832441
78.88897665761415,0.0034998818
58.65476454644375,0.0040876777
50.54189784419908,0.0045935274
68.55604107464951,0.0030449938
75.16013087430969,0.0034077512
73.36495366566479,0.0030478865
74.66076962038332,0.0032309256
34.89224030269195,0.001906322
88.3206452199277,0.0029826
61.62102674246207,0.0036941508
95.8043740157358,0.0024898625
64.3574196259708,0.0025900453
70.44440736729572,0.0018256474
41.005615704075744,0.0031043673
74.08510942285619,0.0028875906
33.58479347406786,0.00241343
47.89059181925581,0.0043838983
70.17401066109615,0.002397039
38.43454568595767,0.0022324622
89.24325955021791,0.0027551271
76.59647215723089,0.0021157907
61.534452384195795,0.0027710625
87.09161763073006,0.0027090702
95.65787385948943,0.0041265558
58.5844820191284,0.0019290363
69.15845574610522,0.0038169844
91.36638227281247,0.0029791053
30.95678941347692,0.0033127486
87.09182147315676,0.0026191808
83.1329570803051,0.002286871
88.40389257713312,0.0023223136
26.216041388559578,0.003060607
32.513446334117994,0.0022925197
68.7038171999184,0.001967515
46.32812117751291,0.002108052
65.45159677580573,0.0017768112
63.348198900480675,0.003382085
72.95580553265339,0.0033827107
76.80408386329646,0.0022626438
46.67050656683346,0.004314868
40.06852343961943,0.002630469
74.98069821754618,0.0021043674
98.57575850008025,0.0030204472
57.4158145056949,0.0042988253
66.96847121818973,0.0020861365
48.78149215219662,0.0035308513
63.01237407640473,0.0036592733
26.32168066830015,0.0027558662
44.88574375153633,0.0031465297
87.91983468121666,0.004032393
74.52502877586734,0.003102785
35.30623906639346,0.00213543
80.86330429276103,0.003597058
49.24164171484961,0.003991685
38.24953004567129,0.0031124142
84.10056302675052,0.003377746
75.99636220269963,0.003444143
65.75433887072941,0.0035964043
71.135708873231,0.0037753123
74.26924118304271,0.004805948
83.97060578118388,0.0025089753
36.78152986487799,0.0023510205
20.84786848781256,0.0027564808
29.92120015997234,0.004392215
95.40019503797262,0.0033478518
72.57364258967559,0.0032994938
44.10431211259288,0.0015479674
57.598428389983,0.0024997836
67.0276756557485,0.0034851134
80.20998205751344,0.004463588
24.066503308739424,0.005544958
77.28646818025922,0.0032250758
27.83179264314469,0.0032453293
51.178010743368,0.004682302
49.65460159310468,0.0020299773
87.60255102666738,0.002340844
64.45121646781885,0.0018030871
33.3374255530619,0.0045375885
98.65831599268817,0.002837089
39.15866644142873,0.0024873097
65.67202202194214,0.0030530288
86.04031683498319,0.0030084108
94.88281276283129,0.0036242856
79.41126691664739,0.0037374196
97.52165036105107,0.0031629945
48.45275044011064,0.0029904551
38.47994868654559,0.0020262876
83.14181234563327,0.0028653003
74.5217226472603,0.003206904
83.46003603240027,0.002784949
21.798214616849645,0.0018876119
63.49380704812534,0.0029474015
47.77435171020998,0.0023924701
61.56727042400551,0.0032809023
80.11881345624543,0.0021887678
51.49872921085053,0.0022053327
48.51496827160501,0.0038454046
39.67337456262897,0.0051858383
48.793996522504266,0.0029477319
96.12195816106531,0.0029056794
23.456223445865476,0.0051250933
26.71892568130347,0.0028069492
37.796695750854454,0.0028068644
80.10872021509053,0.0025611508
10.921540970925449,0.009645648
61.526706009593646,0.002244606
63.600238336440555,0.002353154
87.39402516094694,0.0024843384
28.23829517168228,0.0037980643
80.48023800085421,0.0031191714
37.40840011044081,0.003310544
66.87027992407552,0.0032700505
47.23005982503892,0.0033505314
57.52828709319318,0.0033788814
30.502423624865468,0.0020107375
28.63101346790516,0.0021773775
64.81170733846805,0.002384957
85.66226159575574,0.0027771078
23.4768914250808,0.0026622983
92.18217288978232,0.0025639536
42.92084071066385,0.0022438604
88.47159419876014,0.0029123721
71.55748772549786,0.0025490911
92.60961809487023,0.00302024
44.90636647315958,0.0023043994
99.49354697394962,0.0028496492
29.67157653066365,0.0022930035
69.61411295157049,0.0029671567
91.23920088090189,0.0034033551
65.77464358184332,0.0030547956
30.22821168374479,0.005082672
93.60046384970867,0.0031599265
93.67589227230174,0.002848493
90.61380223608563,0.0020595638
99.45456639690497,0.0029374538
65.18115214955587,0.003251928
27.550192008286633,0.0021109811
77.83143138194342,0.0024874355
58.13270027746585,0.002968603
96.50517171797141,0.002554308
65.91120184393097,0.002261413
21.28026005749391,0.0026623744
22.704628528673226,0.002386669
92.24245391530653,0.0029713614
54.96080691065849,0.003693697
83.452227076368,0.0024563891
77.03039253262571,0.0026581774
96.21256895841081,0.00237093
82.58960079115812,0.0027845846
30.12605832428736,0.0046516163
57.64290680015148,0.0028286013
88.3927704225492,0.0029910423
80.07178402948657,0.0022748825
84.40884334696558,0.0027412488
32.855902258546095,0.0028221735
33.39991472373094,0.0024785183
26.389804664241534,0.003797769
67.05224020353263,0.0025656547
99.39986182348372,0.003508966
20.90461349984038,0.0018317162
18.75651758034275,0.001840748
58.229216098467425,0.0018990795
51.396462790979406,0.0025911038
19.066178108931485,0.0029316796
76.60732563795845,0.003602605
22.473380390844184,0.005572847
82.02396045294219,0.0024244015
25.528065061671704,0.00428091
27.9156211265133,0.0024424917
93.08554109723357,0.0026145456
76.61571950703532,0.0030424844
50.95253567904647,0.0027128381
93.76299211582558,0.0028986866
92.83027321501079,0.0025665169
39.36904691351148,0.0029785142
50.29513497721079,0.0027119184
61.83671005530911,0.0034090448
39.22517207363751,0.0018543467
23.36554865744245,0.0039502773
82.07409950419037,0.0024288865
25.736067848454578,0.0043107667
61.28650001412572,0.0038974166
98.14820360416286,0.0027150044
49.64427835128106,0.005073649
21.395970782637054,0.0020809595
77.749646434166,0.0027768665
25.171623717405975,0.0021167228
25.234381359815753,0.002045904
97.45470504931988,0.003409365
34.45696417720794,0.0017201462
94.49056569211344,0.0030988257
60.01280711826866,0.0023373265
30.949140146700636,0.0042936485
18.83433699794822,0.004275534
85.04448759831276,0.0017027155
45.995293265795404,0.0023211709
61.39224904948641,0.002450034
69.21046543712554,0.0033290316
35.068821911239446,0.0015279619
75.02819036812099,0.003007696
64.46350099436712,0.0031851418
77.11970480643235,0.0032102119
95.49504484403649,0.002665198
81.59540893651985,0.0030970057
64.07279881247653,0.0030788656
80.88720929362303,0.0021835559
38.18703563544051,0.0027144018
49.14955633091624,0.0027458833
81.66774263343382,0.001885935
81.56775411255339,0.0015893242
48.712220975397024,0.0031224142
75.18182779434552,0.002999129
60.79098594665164,0.003388892
51.36511895569442,0.0024405234
85.54370723554595,0.0026068802
83.61761991858887,0.002960123
52.44583893208886,0.003654226
22.351981988607896,0.002714845
77.69075612798488,0.0023376995
73.62149087480513,0.0036691644
63.644808484569054,0.0019099065
40.38927709507739,0.0018559743
40.74840242792444,0.0026366927
56.27049784577405,0.0035038313
62.313094028818604,0.0028312332
40.3374099909247,0.0031460046
