x,y,z,mass
6927.490510305362,24008.493116395533,21105.336543097514,0.015737226681674973
6907.175696590722,24028.571445255373,21158.9972588074,0.015737226681674973
6933.611708644232,23972.881514497127,21006.80371005951,0.015737226681674973
6961.458614815404,23962.67018745308,21030.52782830887,0.015737226681674973
6872.080544215002,24032.710538812462,21189.792311161014,0.015737226681674973
6965.572942194659,23970.155637660704,21066.71273821099,0.015737226681674973
6915.894615140125,24039.64264464688,21150.296602469727,0.015737226681674973
6866.780314789684,24025.620720985236,21191.089036362486,0.015737226681674973
6855.304763909007,24024.370897694476,21052.356162378193,0.015737226681674973
6951.463257561078,23963.293606790634,21045.802992921952,0.015737226681674973
6928.483872533381,24021.80584212196,21045.212486085115,0.015737226681674973
6940.187167960858,24022.226139329297,21101.832063721133,0.015737226681674973
6871.419815779398,24017.84935629824,21193.14830377254,0.015737226681674973
6897.531094784919,23944.100858499758,21259.79020067468,0.015737226681674973
6872.484592215764,24026.422427560035,20996.462787113138,0.015737226681674973
6853.768961684228,24071.24798717171,21104.151327327505,0.015737226681674973
6914.3200225348755,23960.49476339342,21026.194853921097,0.015737226681674973
6957.629633462673,23989.295027581447,21148.914756251044,0.015737226681674973
6884.203763884829,24048.078156733605,21173.64545273677,0.015737226681674973
6910.449394084905,24000.318242947455,21001.98444714832,0.015737226681674973
6804.395152420909,24002.28883754628,21227.998665957297,0.015737226681674973
6870.031764763666,24024.412912747208,21034.947686541836,0.015737226681674973
6893.388153175776,23958.78398959718,21144.522203583132,0.015737226681674973
6825.51593552648,24074.40619208317,21127.9841811776,0.015737226681674973
6929.322110564006,24034.694013444623,21117.205264362325,0.015737226681674973
6926.4571065312875,24015.196249068988,21032.502805471267,0.015737226681674973
6870.514796245736,24021.915349088667,21147.03109061846,0.015737226681674973
6779.364241247024,24001.815207070886,21165.476298953196,0.015737226681674973
6826.619645255074,23960.78654526197,21185.38070343418,0.015737226681674973
6884.064758445301,24042.483711948,21051.144487606707,0.015737226681674973
6909.307373219951,23957.91954148405,21029.101697377573,0.015737226681674973
6866.015549112089,24009.974126410358,21145.976581144267,0.015737226681674973
6907.789776828402,24033.175171722407,21161.128743731162,0.015737226681674973
6847.193560256603,23969.413437131898,21250.572374348107,0.015737226681674973
6851.849387195308,24028.692131662352,21062.06949361484,0.015737226681674973
6893.714171910783,23933.305392357648,21176.52120053689,0.015737226681674973
6762.116197748185,24009.16426770025,21222.07339925909,0.015737226681674973
6831.80077636892,23976.426170279727,21193.497350855403,0.015737226681674973
6771.472312796538,24025.946862381785,21145.6600296553,0.015737226681674973
6881.403590908111,24031.231930190344,21040.814359569176,0.015737226681674973
6933.764913409485,23944.432673346742,21191.816230603836,0.015737226681674973
6884.753905453766,23923.500482243395,21059.97094058213,0.015737226681674973
6780.514881966494,24056.68247793042,21164.79728519478,0.015737226681674973
6867.686639854867,24009.67197544731,20985.1619391772,0.015737226681674973
