x,y,z,mass
6928.5775764547025,24861.187765431012,21328.691987839375,0.015737226681674973
6907.030829722936,24837.79511823628,21248.00222565708,0.015737226681674973
6904.712585576417,24828.329456020103,21318.820855648377,0.015737226681674973
6927.491486063304,24854.224887812816,21323.7376152883,0.015737226681674973
6936.1257906807705,24853.095746902796,21318.835250192355,0.015737226681674973
6942.878412559715,24895.595256907174,21263.98020040865,0.015737226681674973
6943.51062349158,24892.641682715846,21296.888764750987,0.015737226681674973
6909.933483467335,24849.58481887949,21347.748890891013,0.015737226681674973
6865.75018575854,24807.276815239034,21310.14799142281,0.015737226681674973
6858.546431938307,24812.977563637993,21330.64408455566,0.015737226681674973
6871.157808139611,24859.549117445476,21351.69127302445,0.015737226681674973
6899.058538078031,24850.550339132882,21349.061683206324,0.015737226681674973
6905.616858573911,24887.912090685488,21320.54778085572,0.015737226681674973
6876.906487735428,24841.259613527196,21363.7796679989,0.015737226681674973
6932.623571480332,24854.647745914262,21292.211647287928,0.015737226681674973
6915.2592256269845,24865.61321215465,21368.975422384876,0.015737226681674973
6862.2116763175745,24813.30412835353,21343.6863585341,0.015737226681674973
6919.543996678749,24843.512698573824,21339.727009110895,0.015737226681674973
6932.435739231219,24904.179016244037,21249.520427925203,0.015737226681674973
6918.840527049579,24894.836905443834,21359.89948516611,0.015737226681674973
6938.542796496547,24914.265536904,21326.597901481677,0.015737226681674973
6915.068098428379,24835.979117369076,21310.758534435332,0.015737226681674973
6943.632196292225,24911.358117301705,21287.21951328015,0.015737226681674973
6844.658967116528,24886.630347797614,21324.832447851004,0.015737226681674973
6830.335999651095,24845.43828789848,21243.853707577942,0.015737226681674973
6830.154021201106,24867.49978306891,21293.871780405643,0.015737226681674973
6840.700554947487,24857.818247703075,21313.910596185575,0.015737226681674973
6855.717677024242,24853.750923859116,21332.25148228978,0.015737226681674973
6854.5701176715775,24838.469406422693,21254.598433373114,0.015737226681674973
6892.657394538622,24890.04747620399,21348.646080335464,0.015737226681674973
6911.125058864017,24840.182123167036,21238.88998089174,0.015737226681674973
6900.346725974859,24820.13017908695,21319.90960495446,0.015737226681674973
6882.000968345749,24912.05896142389,21358.47401030814,0.015737226681674973
6871.708868990304,24922.243846516812,21203.386310196693,0.015737226681674973
6896.372489467071,24859.464572067278,21348.204724784184,0.015737226681674973
6860.396296610335,24924.550602940904,21243.196813120587,0.015737226681674973
6904.459355728355,24957.0737179061,21333.594012809062,0.015737226681674973
6851.129730364591,24879.77268579836,21312.51336565769,0.015737226681674973
6886.986185509695,24853.172584399043,21354.600385629918,0.015737226681674973
6944.533843529731,24854.583612053026,21300.158728447852,0.015737226681674973
6903.032865041876,24920.886473458766,21354.667640935062,0.015737226681674973
6860.25249042199,24840.74698597409,21325.22600305136,0.015737226681674973
6860.12021397081,24963.882017342086,21312.217067916732,0.015737226681674973
6841.518086091222,24803.95073182437,21287.699932248845,0.015737226681674973
6841.184514430486,24914.27788560293,21253.853678396896,0.015737226681674973
6889.303451402322,24820.48662778995,21273.321494308166,0.015737226681674973
6859.790151210267,24846.917469821223,21374.0819196324,0.015737226681674973
6814.240735171922,24852.65096963572,21276.96623509767,0.015737226681674973
6872.768616521338,24833.679243362898,21271.457481224345,0.015737226681674973
6800.845814340981,24853.75301457516,21348.52820350859,0.015737226681674973
6890.940149278245,24845.25479381944,21230.00153987054,0.015737226681674973
6846.364807715094,24810.415179525902,21279.09494065781,0.015737226681674973
6876.114566188329,24892.73061958843,21321.018134211765,0.015737226681674973
6906.010197163564,24894.59061355324,21216.013049784848,0.015737226681674973
6837.371624936121,24822.470303435584,21242.382528827027,0.015737226681674973
6927.487362299422,24841.20902255029,21301.259707316272,0.015737226681674973
6938.362406008691,24874.246904365333,21328.8521610253,0.015737226681674973
6947.376197946935,24873.100951602006,21283.26353387357,0.015737226681674973
6821.116523534541,24906.85964076217,21285.983178645067,0.015737226681674973
6821.759958901809,24840.18506559443,21236.78822002864,0.015737226681674973
6855.294759391031,24830.168638384243,21351.75996421619,0.015737226681674973
6897.691747727232,24931.26646559717,21358.74597024266,0.015737226681674973
6892.857113365687,24956.15856791658,21336.186378673974,0.015737226681674973
6805.27885510013,24936.117773948117,21288.185196236827,0.015737226681674973
6808.081242014794,24895.569057845616,21250.501262055306,0.015737226681674973
6841.978696308552,24952.469691991435,21320.287275673916,0.015737226681674973
6930.108646483066,24943.23883207303,21317.191156908775,0.015737226681674973
6939.502204177763,24849.221447552958,21298.51852015345,0.015737226681674973
6896.546312003414,24860.609453691468,21237.69323897236,0.015737226681674973
6906.799828546248,24877.288541386726,21320.906846755777,0.015737226681674973
6942.317740398167,24924.870972563902,21288.807022735178,0.015737226681674973
6868.13345469243,24936.57560759116,21359.385356534203,0.015737226681674973
6841.424049922497,24835.597289277164,21342.842747389484,0.015737226681674973
6900.22890074603,24880.454866006934,21268.008313053873,0.015737226681674973
6830.979868996902,24803.166443798364,21297.145731639604,0.015737226681674973
6767.839674535447,24905.334891594943,21249.559151296562,0.015737226681674973
6862.541162302383,24870.88036112025,21328.879569011428,0.015737226681674973
6939.824082923637,24872.611937190177,21292.65841308156,0.015737226681674973
6908.330947729979,24934.928621852916,21314.293432947074,0.015737226681674973
6798.547985269148,24946.824494302775,21317.315221465633,0.015737226681674973
6907.584640363014,24851.06971686888,21327.10405190426,0.015737226681674973
6853.576415620855,24821.114893982944,21344.665296563966,0.015737226681674973
6788.792384874941,24853.095281669786,21263.076988731664,0.015737226681674973
6831.354251635084,24863.042752036876,21372.894518442703,0.015737226681674973
6861.7605012909535,24813.999076875778,21349.242908894565,0.015737226681674973
6774.485356727102,24879.1579907605,21294.895266326206,0.015737226681674973
6887.245573211937,24871.47616818777,21230.47035483543,0.015737226681674973
6889.879178740861,24877.153791041223,21368.935323243666,0.015737226681674973
6908.76096554083,24937.06210420301,21340.444042754618,0.015737226681674973
6847.149220196955,24983.896085583972,21257.96975338968,0.015737226681674973
6817.824343881031,24905.99643171062,21313.970950682004,0.015737226681674973
6870.323033370473,24961.964241984253,21349.766531176738,0.015737226681674973
6926.051701390291,24928.25514051335,21322.456834401848,0.015737226681674973
6890.937039152391,24810.674151560244,21277.029363873877,0.015737226681674973
6884.916846243316,24973.396026550385,21278.481684956776,0.015737226681674973
6873.362668377521,24815.14509707705,21329.045327265718,0.015737226681674973
6836.617998632818,24803.88705404319,21303.81872344933,0.015737226681674973
6842.757110149456,24976.443676210423,21304.037781545583,0.015737226681674973
6836.155684045704,24900.00070453706,21199.742140434184,0.015737226681674973
6787.983331745817,24829.46178398865,21307.34276554962,0.015737226681674973
6885.7003803779235,24828.71369211969,21342.938467450833,0.015737226681674973
6813.915413863169,24926.759338854205,21214.133669474802,0.015737226681674973
6779.474098442457,24894.214631751223,21240.894411738223,0.015737226681674973
6917.569651958817,24857.87025137175,21243.77344340019,0.015737226681674973
6888.959522516666,24878.128323358294,21218.513900016012,0.015737226681674973
6895.412967626143,24818.89185364982,21292.178306718255,0.015737226681674973
6910.2543890883335,24907.38287139568,21370.787074603017,0.015737226681674973
6836.361900130684,24930.310494307243,21383.625861812954,0.015737226681674973
6845.593389461506,24924.136810866716,21321.255382032337,0.015737226681674973
6858.222105344361,24907.940853131568,21210.468391471964,0.015737226681674973
6924.04909074252,24927.003710053235,21339.869467910103,0.015737226681674973
6922.046200878724,24957.594627761788,21324.771701316196,0.015737226681674973
6834.999696726668,24969.97900449015,21335.915844994546,0.015737226681674973
6810.754130045363,24901.206722302704,21277.20891481679,0.015737226681674973
6911.181897090482,24924.39944495936,21242.421777246844,0.015737226681674973
6853.293518844286,24837.241001094713,21371.79672730994,0.015737226681674973
6898.702256094627,24851.516593891083,21256.83823652387,0.015737226681674973
6870.675077942722,24837.5873891359,21223.134351726105,0.015737226681674973
6842.309617179493,24912.470792792028,21372.02142810781,0.015737226681674973
6904.063392042412,24851.428923354593,21262.90491392747,0.015737226681674973
6844.277290651489,24937.595464065584,21212.818664673996,0.015737226681674973
6815.955110432333,24812.226083807134,21333.04815493609,0.015737226681674973
6800.221322635143,24910.366516679183,21271.618951716533,0.015737226681674973
6884.43240104266,24823.61256323712,21335.846556778713,0.015737226681674973
6936.6758116437895,24909.2685531852,21339.975899492667,0.015737226681674973
6850.417831822886,24856.996199395704,21383.40288650141,0.015737226681674973
6825.99555711128,24903.802432519726,21382.927911446568,0.015737226681674973
6900.820090720618,24848.996478264078,21331.336315762805,0.015737226681674973
6827.011147077951,24804.133087002803,21282.45093545689,0.015737226681674973
6810.9168924969035,24812.04686747559,21296.85811975813,0.015737226681674973
6794.384868325194,24938.495760629256,21246.06524581435,0.015737226681674973
6827.477031971353,24819.70586076177,21250.221368021663,0.015737226681674973
6798.416546679286,24946.32423275014,21363.493465114156,0.015737226681674973
6920.044571592483,24945.14228436771,21350.414927931477,0.015737226681674973
6926.017600896703,24870.77118505909,21249.407293655397,0.015737226681674973
6813.068186597474,24847.126562240483,21259.074928836748,0.015737226681674973
6849.383725761117,24970.57310565599,21245.548391654484,0.015737226681674973
6926.343542402324,24882.221433745115,21359.40424681405,0.015737226681674973
6893.490601844121,24983.02186824461,21309.34358363702,0.015737226681674973
6910.891899496829,24827.249163350338,21257.739759400414,0.015737226681674973
6879.495279498626,24867.64653287095,21245.71306626103,0.015737226681674973
6897.635947476856,24976.497153885408,21281.87041129186,0.015737226681674973
6848.697810534904,24983.799261950524,21281.9685671163,0.015737226681674973
6802.93051526262,24826.003361071005,21275.403983174907,0.015737226681674973
6924.196027515925,24909.268128509008,21357.37768949913,0.015737226681674973
6911.520147828261,24892.494722430467,21220.07020239548,0.015737226681674973
6921.472135389182,24851.773988563204,21255.68377258998,0.015737226681674973
6845.542335102551,24832.422137137517,21243.1500133501,0.015737226681674973
6859.197672631301,24957.854377817213,21249.14050566262,0.015737226681674973
6795.957187607993,24871.48801345289,21242.509041628356,0.015737226681674973
6803.76842435981,24933.019231938553,21334.04458325378,0.015737226681674973
6827.067271014989,24847.160113845843,21259.218869796983,0.015737226681674973
6882.338772223677,24846.99060917756,21253.799131638883,0.015737226681674973
6825.566157691942,24930.13887683438,21329.75522889678,0.015737226681674973
6898.552540372656,24949.59270619731,21249.85961651648,0.015737226681674973
6863.020324733839,24802.33101771281,21315.633276523044,0.015737226681674973
6806.380167446777,24831.97845517188,21332.364480803637,0.015737226681674973
6829.328708387113,24942.86815556922,21239.199836201886,0.015737226681674973
6832.027848857788,24983.485992674596,21256.910529848195,0.015737226681674973
6774.8787940312795,24945.48469945763,21334.394602201028,0.015737226681674973
6815.601016193336,24924.631676801622,21332.176549686425,0.015737226681674973
6870.383956919804,24842.955672821165,21217.899866894815,0.015737226681674973
6873.585813122447,24931.125135123464,21372.837821816218,0.015737226681674973
6843.516089600575,24945.080216160077,21219.428995588092,0.015737226681674973
6847.131931899662,24811.98964309852,21309.361858827735,0.015737226681674973
6901.874334221932,24893.260040457455,21216.717883647587,0.015737226681674973
6920.356750984803,24898.201814645905,21348.173189972233,0.015737226681674973
6888.034040589002,24813.59030413838,21307.98466039003,0.015737226681674973
6883.714447914883,24960.30619236222,21243.97501980588,0.015737226681674973
6931.306120430144,24898.022329595307,21308.15352454204,0.015737226681674973
6820.097488217946,24836.582316463828,21367.366898551645,0.015737226681674973
6822.49517252773,24954.4697878392,21231.607733722652,0.015737226681674973
6952.373929095983,24911.269947178556,21292.2116502937,0.015737226681674973
6790.067874720056,24890.036577063835,21348.30328815888,0.015737226681674973
6786.750266480694,24929.253124573195,21309.780128367292,0.015737226681674973
6826.958668822137,24824.494936296487,21296.49147388457,0.015737226681674973
6904.233877428812,24821.92048005266,21323.733850101104,0.015737226681674973
6913.372963789858,24926.989458078904,21347.65976436062,0.015737226681674973
6877.686251444227,24929.180731197317,21385.86709113739,0.015737226681674973
6813.312963323978,24941.17593441483,21233.499236845517,0.015737226681674973
6850.4069922186445,24883.65188457396,21286.166125790958,0.015737226681674973
6825.337688389409,24842.36435121559,21368.595301438,0.015737226681674973
6923.845663262316,24942.720077260987,21261.757946913007,0.015737226681674973
6873.128381480045,24817.050120670818,21319.193528166754,0.015737226681674973
6926.917254540082,24868.07008629126,21269.606158194743,0.015737226681674973
6890.652562985091,24854.49909071275,21314.05968127441,0.015737226681674973
